firm_name,url,li_emps,median_gw_emps,emp_diff,max_emps,size_state,state_diff,base_domain,subsidiary_adjust
LifeNet Health,lifenethealth.org/,753.0,15187.5,14434.5,15187.5,FirmSize.LARGE_FIRM,0,lifenethealth.org,0
Linne Industries LLC,linneindustries.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,linneindustries.com,0
Lintec Corporation,lintec-global.com/,9.0,4794.0,4785.0,4794.0,FirmSize.LARGE_FIRM,4,lintec-global.com,0
Lion Copolymer Geismar,lionelastomers.com/,137.0,224.0,87.0,224.0,FirmSize.EU_MEDIUM_FIRM,0,lionelastomers.com,0
LIQUID X PRINTED METALS,liquid-x.com/,9.0,,,9.0,FirmSize.MICRO_FIRM,1,liquid-x.com,0
Liquidia Technologies,liquidia.com/,73.0,,,73.0,FirmSize.EU_MEDIUM_FIRM,3,liquidia.com,0
Litron Laboratories Limited,litronlabs.com/,17.0,,,17.0,FirmSize.SMALL_FIRM,2,litronlabs.com,0
Little Kids,littlekidsinc.com/,58.0,,,58.0,FirmSize.EU_MEDIUM_FIRM,3,littlekidsinc.com,0
Cyberonics,livanova.cyberonics.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,livanova.cyberonics.com,0
Livetv,livetv.sx/enx/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,livetv.sx,0
Lawrence Livermore National Security,llnsllc.com/,6069.0,,,6069.0,FirmSize.LARGE_FIRM,5,llnsllc.com,0
Lockheed Martin Corporation,lockheedmartin.com/en-us/index.html,92618.0,100000.0,7382.0,100000.0,FirmSize.LARGE_FIRM,0,lockheedmartin.com,0
Locus Energy,locusenergy.com/,53.0,,,53.0,FirmSize.EU_MEDIUM_FIRM,3,locusenergy.com,0
Lof Solar Corporation,lofsolar.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,lofsolar.com,0
Lovelace Respiratory Research Institute,lrri.org/,240.0,,,240.0,FirmSize.EU_MEDIUM_FIRM,3,lrri.org,0
LUCERA LABS,luceralabs.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,luceralabs.com,0
Matrix Genetics,lumenbioscience.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,lumenbioscience.com,0
Lumentum Operations LLC,lumentum.com/en,1294.0,2493.5,1199.5,2493.5,FirmSize.LARGE_FIRM,0,lumentum.com,0
Gestion Ultra International Inc.,luminultra.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,luminultra.com,0
Luna Innovations Incorporated,lunainc.com/,318.0,166.0,152.0,318.0,FirmSize.US_MEDIUM_FIRM,1,lunainc.com,0
Lux Bio Group,luxbiogroup.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,luxbiogroup.com,0
Basell Polyolefine GmbH,lyondellbasell.com/,49.0,,,49.0,FirmSize.SMALL_FIRM,2,lyondellbasell.com,0
Mitsubishi Polyester Film,m-petfilm.com/,246.0,,,246.0,FirmSize.EU_MEDIUM_FIRM,3,m-petfilm.com,0
MATERIALS ANALYSIS TECHNOLOGY (US) CORP.,ma-tek.com/about_us.php?act=rd,30.0,,,30.0,FirmSize.SMALL_FIRM,2,ma-tek.com,0
Macronix International Co.,macronix.com/en-us/Pages/default.aspx,795.0,4269.5,3474.5,4269.5,FirmSize.LARGE_FIRM,0,macronix.com,0
Magna International Inc.,magna.com/,189.0,168000.0,167811.0,168000.0,FirmSize.LARGE_FIRM,2,magna.com,0
Magnachip Semiconductor,magnachip.com/,289.0,2520.0,2231.0,2520.0,FirmSize.LARGE_FIRM,1,magnachip.com,0
Magnolia Optical Technologies,magnoliaoptical.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,magnoliaoptical.com,0
Magnolia Solar,magnoliasolar.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,magnoliasolar.com,0
Magnolia Solar,magnoliasolar.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,magnoliasolar.com,0
MAHLE International GmbH,mahle.com/,8.0,78277.0,78269.0,78277.0,FirmSize.LARGE_FIRM,4,mahle.com,0
Mainstream Engineering Corp.,mainstream-engr.com/,86.0,,,86.0,FirmSize.EU_MEDIUM_FIRM,3,mainstream-engr.com,0
Manta Instruments,mantainc.com/,8.0,,,8.0,FirmSize.MICRO_FIRM,1,mantainc.com,0
Marathon Equipment Company,marathonequipment.com/,44.0,,,44.0,FirmSize.SMALL_FIRM,2,marathonequipment.com,0
Marine Biotech Inc.,marinebiotech.eu/,9.0,36.0,27.0,36.0,FirmSize.SMALL_FIRM,1,marinebiotech.eu,0
Marine Polymer Technologies,marinepolymer.com/,34.0,35.0,1.0,35.0,FirmSize.SMALL_FIRM,0,marinepolymer.com,0
Markel Corporation,markelcorp.com/,2385.0,15600.0,13215.0,15600.0,FirmSize.LARGE_FIRM,0,markelcorp.com,0
Masimo Semiconductor,masimosemiconductor.com/masimo-semiconductor/,1966.0,3500.0,1534.0,3500.0,FirmSize.LARGE_FIRM,0,masimosemiconductor.com,0
Materia,materia-inc.com/,81.0,120.0,39.0,120.0,FirmSize.EU_MEDIUM_FIRM,0,materia-inc.com,0
Johnson Matthey PLC,matthey.com/,7034.0,12327.0,5293.0,12327.0,FirmSize.LARGE_FIRM,0,matthey.com,0
Mattson Technology,mattson.com/,106000.0,298.0,105702.0,106000.0,FirmSize.LARGE_FIRM,1,mattson.com,0
Maxim Integrated Products,maximintegrated.com/en.html,25.0,7149.0,7124.0,7149.0,FirmSize.LARGE_FIRM,3,maximintegrated.com,0
MAXLINEAR,maxlinear.com/,642.0,753.0,111.0,753.0,FirmSize.LARGE_FIRM,0,maxlinear.com,0
Maxout Renewables,maxoutrenewables.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,maxoutrenewables.com,0
MONTEREY RESEARCH,mbari.org/,172.0,,,172.0,FirmSize.EU_MEDIUM_FIRM,3,mbari.org,0
MBC Ventures,mbc.net/en/corporate/ventures/about,5.0,,,5.0,FirmSize.MICRO_FIRM,1,mbc.net,0
Michigan Biotechnology Institute,mbi.org/,51.0,,,51.0,FirmSize.EU_MEDIUM_FIRM,3,mbi.org,0
McAlister Technologies,mcallister.com/,10.0,45.0,35.0,45.0,FirmSize.SMALL_FIRM,0,mcallister.com,0
McElroy Manufacturing,mcelroy.com/,225.0,280.0,55.0,280.0,FirmSize.US_MEDIUM_FIRM,1,mcelroy.com,0
MCI,mci.com/mcihome.jsp,,,,,FirmSize.UNDEFINED,0,mci.com,0
Medical Diagnostic Laboratories,mdlab.com/,358.0,,,358.0,FirmSize.US_MEDIUM_FIRM,4,mdlab.com,0
Medgenics Medical Israel Ltd.,medgenics.com/,2001.0,,,2001.0,FirmSize.LARGE_FIRM,5,medgenics.com,0
Mediatek Inc.,mediatek.com/,2.0,40748.5,40746.5,40748.5,FirmSize.LARGE_FIRM,4,mediatek.com,0
Medicis Pharmaceutical Corporation,medicis.com/,492.0,646.0,154.0,646.0,FirmSize.LARGE_FIRM,1,medicis.com,0
MEDport,medport.com/,7.0,5.0,2.0,7.0,FirmSize.MICRO_FIRM,0,medport.com,0
MERCK SHARP & DOHME CORP.,merck.com/index.html,2408.0,533.0,1875.0,13987.0,FirmSize.LARGE_FIRM,0,merck.com,1
Merck Patent GmbH,merck.com/product/patent/home.html,13987.0,,,13987.0,FirmSize.LARGE_FIRM,5,merck.com,1
Biosphere Medical,merit.com/interventional-oncology-spine/embolotherapy/,52.0,88.0,36.0,88.0,FirmSize.EU_MEDIUM_FIRM,0,merit.com,0
Meso Scale Technologies,mesoscale.com/,534.0,400.0,134.0,534.0,FirmSize.LARGE_FIRM,1,mesoscale.com,0
Handstand Innovations,messagewrap.com/,6.0,,,6.0,FirmSize.MICRO_FIRM,1,messagewrap.com,0
MIETAMARK GENETICS,metamarkgenetics.com/,,,,,FirmSize.UNDEFINED,0,metamarkgenetics.com,0
Met Tech Inc.,mettech.us/,46.0,,,46.0,FirmSize.SMALL_FIRM,2,mettech.us,0
Meyer Tool,meyertool.com/,475.0,,,475.0,FirmSize.US_MEDIUM_FIRM,4,meyertool.com,0
Michelin Recherche et Technique S.A.,michelin.com/eng,30626.0,75.0,30551.0,30626.0,FirmSize.LARGE_FIRM,2,michelin.com,0
Microchip Technology Incorporated,microchip.com/,6454.0,14234.0,7780.0,14234.0,FirmSize.LARGE_FIRM,0,microchip.com,0
Microchips Biotech,microchipsbiotech.com/,23.0,,,23.0,FirmSize.SMALL_FIRM,2,microchipsbiotech.com,0
MicroContinuum,microcontinuum.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,microcontinuum.com,0
Micro Cooling Concepts,microcoolingconcepts.com/,10.0,,,10.0,FirmSize.SMALL_FIRM,2,microcoolingconcepts.com,0
Micron Technology,micron.com/,16572.0,34100.0,17528.0,34100.0,FirmSize.LARGE_FIRM,0,micron.com,0
U S MICROPOWER INC,micropower-group.com/,16.0,,,16.0,FirmSize.SMALL_FIRM,2,micropower-group.com,0
Microsemi SoC Corporation,microsemi.com/,3186.0,550.0,2636.0,3186.0,FirmSize.LARGE_FIRM,0,microsemi.com,0
MICROSOFT TECHNOLOGY LICENSING,microsoft.com/en-us/legal/intellectualproperty/mtl/default.aspx,24.0,,,24.0,FirmSize.SMALL_FIRM,2,microsoft.com,0
Midori USA,midorihealth.com/,9.0,,,9.0,FirmSize.MICRO_FIRM,1,midorihealth.com,0
Midrex Technologies,midrex.com/,186.0,,,186.0,FirmSize.EU_MEDIUM_FIRM,3,midrex.com,0
MILLENIUM SYNTHFUELS CORPORATION,milleniumsynthfuels.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,milleniumsynthfuels.com,0
Milliken & Company,milliken.com/,3157.0,3950.0,793.0,3950.0,FirmSize.LARGE_FIRM,0,milliken.com,0
Minebea Co.,minebeamitsumi.com/english/,293.0,,,293.0,FirmSize.US_MEDIUM_FIRM,4,minebeamitsumi.com,0
MirTech,mirtechusa.com/,15.0,,,15.0,FirmSize.SMALL_FIRM,2,mirtechusa.com,0
Mission Product Holdings,mission.com/,63.0,,,63.0,FirmSize.EU_MEDIUM_FIRM,3,mission.com,0
Mitsubishi Metal Corporation,mitsubishicorp.com/jp/en/bg/metals/,35.0,,,35.0,FirmSize.SMALL_FIRM,2,mitsubishicorp.com,0
Mitsubishi Electric Corporation,mitsubishielectric.com/,1035.0,136930.0,135895.0,136930.0,FirmSize.LARGE_FIRM,0,mitsubishielectric.com,0
MicroLink Devices,mldevices.com/,38.0,1000.0,962.0,1000.0,FirmSize.LARGE_FIRM,3,mldevices.com,0
Abbott Molecular Inc.,molecular.abbott/,243.0,99000.0,98757.0,99000.0,FirmSize.LARGE_FIRM,2,molecular.abbott,1
Ibis Biosciences,molecular.abbott/int/en/home,5.0,,,99000.0,FirmSize.LARGE_FIRM,1,molecular.abbott,1
Molecular Rebar Design,molecularrebar.com/,18.0,,,18.0,FirmSize.SMALL_FIRM,2,molecularrebar.com,0
Momentive Performance Materials GmbH,momentive.com/en-US/,,,,,FirmSize.LARGE_FIRM,0,momentive.com,1
Momentive Performance Materials Inc.,momentive.com/en-US/,3248.0,146.0,3102.0,,FirmSize.LARGE_FIRM,2,momentive.com,1
Monolithe Semiconductor Inc.,monolithsemi.com/,,1534.0,,1534.0,FirmSize.LARGE_FIRM,5,monolithsemi.com,0
MonoSol,monosol.com/,198.0,19.0,179.0,198.0,FirmSize.EU_MEDIUM_FIRM,1,monosol.com,0
Monsanto Technology LLC,monsanto.com/products/product-stewardship/technology-use-guides/,6.0,21900.0,21894.0,21900.0,FirmSize.LARGE_FIRM,4,monsanto.com,0
Morpho,morpho.com/en,6.0,7676.0,7670.0,7676.0,FirmSize.LARGE_FIRM,4,morpho.com,0
Moxtek,moxtek.com/,168.0,220.0,52.0,220.0,FirmSize.EU_MEDIUM_FIRM,0,moxtek.com,0
Mumetel,mumetel.com/index.html,19.0,,,19.0,FirmSize.SMALL_FIRM,2,mumetel.com,0
Murata Manufacturing Co.,murata.com/,3060.0,67652.0,64592.0,67652.0,FirmSize.LARGE_FIRM,0,murata.com,0
Musco Corporation,musco.com/,633.0,122.0,511.0,633.0,FirmSize.LARGE_FIRM,2,musco.com,0
Pioneer Energy,mypioneerenergy.com/,47.0,3068.0,3021.0,3068.0,FirmSize.LARGE_FIRM,3,mypioneerenergy.com,0
Warsaw Orthopedic,mywarsaw.net/,,,,,FirmSize.UNDEFINED,0,mywarsaw.net,0
NanoLab,nano-lab.com/,,,,,FirmSize.UNDEFINED,0,nano-lab.com,0
Nanomix,nano.com/,31.0,,,31.0,FirmSize.SMALL_FIRM,2,nano.com,0
NANO CELL SYSTEMS,nanocellsystems.com,,,,,FirmSize.UNDEFINED,0,nanocellsystems.com,0
nanoComposix,nanocomposix.com/,40.0,,,40.0,FirmSize.SMALL_FIRM,2,nanocomposix.com,0
Nanocopocia,nanocopoeia.com/,,,,,FirmSize.UNDEFINED,0,nanocopoeia.com,0
Nanoco Technologies,nanocotechnologies.com/,78.0,105.0,27.0,105.0,FirmSize.EU_MEDIUM_FIRM,0,nanocotechnologies.com,0
NanoGram Corporation,nanogram.com,38.0,,,38.0,FirmSize.SMALL_FIRM,2,nanogram.com,0
NanoMech,nanomech.com/,34.0,,,34.0,FirmSize.SMALL_FIRM,2,nanomech.com,0
NANOPHTHALMICS,nanophthalmics.com/,,,,,FirmSize.UNDEFINED,0,nanophthalmics.com,0
Nanoquantum Sciences,nanoquantum.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,nanoquantum.com,0
FastCAP Systems Corporation,nanoramic.com/,6.0,20.0,14.0,20.0,FirmSize.SMALL_FIRM,1,nanoramic.com,0
Nanoridge Materials,nanoridge.com/,8.0,,,8.0,FirmSize.MICRO_FIRM,1,nanoridge.com,0
Nanospectra Biosciences,nanospectra.com/,11.0,,,11.0,FirmSize.SMALL_FIRM,2,nanospectra.com,0
Nanosys,nanosysinc.com/,160.0,113.0,47.0,160.0,FirmSize.EU_MEDIUM_FIRM,0,nanosysinc.com,0
Nanotech Biomachines,nanotechbio.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,nanotechbio.com,0
NanoTech Lubricants,nanotechlubricantsinc.com/Home.html,30.0,,,30.0,FirmSize.SMALL_FIRM,2,nanotechlubricantsinc.com,0
Nanotek Instruments,nanotekinstruments.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,nanotekinstruments.com,0
Nantero,nantero.com/,67.0,,,67.0,FirmSize.EU_MEDIUM_FIRM,3,nantero.com,0
National Education Corporation,nationaleducation.com/,76.0,2700.0,2624.0,2700.0,FirmSize.LARGE_FIRM,2,nationaleducation.com,0
Nationwide Children's Hospital,nationwidechildrens.org/,7549.0,11500.0,3951.0,11500.0,FirmSize.LARGE_FIRM,0,nationwidechildrens.org,1
Child Laboratories Inc.,nationwidechildrens.org/specialties/laboratory-services,8.0,,,11500.0,FirmSize.LARGE_FIRM,1,nationwidechildrens.org,1
Nthdegree Technologies Worldwide Inc.,ndeg.com/,19.0,,,19.0,FirmSize.SMALL_FIRM,2,ndeg.com,0
New England Biolabs,neb.com/,490.0,190.0,300.0,490.0,FirmSize.US_MEDIUM_FIRM,1,neb.com,0
NEC Corporation,nec.com/,8430.0,100914.0,92484.0,100914.0,FirmSize.LARGE_FIRM,0,nec.com,0
NeoPhotonics Corporation,neophotonics.com/,526.0,1783.0,1257.0,1783.0,FirmSize.LARGE_FIRM,0,neophotonics.com,0
NeoVision LLC,neovisiongroup.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,neovisiongroup.com,0
Nestec S. A.,nestle.com/,114.0,,,114.0,FirmSize.EU_MEDIUM_FIRM,3,nestle.com,0
NetApp,netapp.com/us/index.aspx,11816.0,10100.0,1716.0,11816.0,FirmSize.LARGE_FIRM,0,netapp.com,0
Neumedicines,neumedicines.com/,13.0,,,13.0,FirmSize.SMALL_FIRM,2,neumedicines.com,0
NeuMoDx Molecular,neumodx.com/,59.0,,,59.0,FirmSize.EU_MEDIUM_FIRM,3,neumodx.com,0
Neural Signals,neuralsignals.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,neuralsignals.com,0
ABB Technology Ltd.,new.abb.com/about/technology,4.0,134800.0,134796.0,134800.0,FirmSize.LARGE_FIRM,4,new.abb.com,1
ABB Research Ltd.,new.abb.com/about/technology/corporate-research-centers/corporate-research-center-united-states,23.0,134800.0,134777.0,134800.0,FirmSize.LARGE_FIRM,3,new.abb.com,1
Sirnaomics,new.sirnaomics.com/,20.0,,,20.0,FirmSize.SMALL_FIRM,2,new.sirnaomics.com,0
NEWFIELD THERAPEUTICS CORPORATION,newfieldthera.com/,22.0,1010.0,988.0,1010.0,FirmSize.LARGE_FIRM,3,newfieldthera.com,0
Newdoll Enterprises LLC,newholdllc.com/,1.0,,,1.0,FirmSize.MICRO_FIRM,1,newholdllc.com,0
Newlans,newlans.com/,197.0,,,197.0,FirmSize.EU_MEDIUM_FIRM,3,newlans.com,0
Newport Corporation,newport.com/,246.0,2480.0,2234.0,2480.0,FirmSize.LARGE_FIRM,2,newport.com,0
New Technology Ventures,newtechvc.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,newtechvc.com,0
Nexcom Technology,nexcom.com/,2485.0,500.0,1985.0,2485.0,FirmSize.LARGE_FIRM,0,nexcom.com,0
AVOGY,nexgenpowersystems.com/,5.0,,,5.0,FirmSize.MICRO_FIRM,1,nexgenpowersystems.com,0
NGK Spark Plug Co.,ngksparkplugs.com/,18.0,15322.0,15304.0,15322.0,FirmSize.LARGE_FIRM,3,ngksparkplugs.com,0
Nanoholdings,nh2.com/,18.0,,,18.0,FirmSize.SMALL_FIRM,2,nh2.com,0
NICHIA CORPORATION,nichiha.com/,45.0,8600.0,8555.0,8600.0,FirmSize.LARGE_FIRM,3,nichiha.com,0
Nikon Corporation,nikon.com/,8.0,24047.0,24039.0,24047.0,FirmSize.LARGE_FIRM,4,nikon.com,0
Nissan Motor Co.,nissan-global.com/EN/,35422.0,68770.0,33348.0,68770.0,FirmSize.LARGE_FIRM,0,nissan-global.com,0
Nissan North America,nissanusa.com/about/corporate-information.html,35422.0,2500.0,32922.0,35422.0,FirmSize.LARGE_FIRM,0,nissanusa.com,0
Fianium Ltd.,nktphotonics.com/,15.0,,,15.0,FirmSize.SMALL_FIRM,2,nktphotonics.com,0
nLIGHT,nlight.net/,420.0,1000.0,580.0,1000.0,FirmSize.LARGE_FIRM,1,nlight.net,1
nLIGHT Photonics Corporation,nlight.net/,420.0,1000.0,580.0,1000.0,FirmSize.LARGE_FIRM,1,nlight.net,1
JX Nippon Mining & Metals Corporation,nmm.jx-group.co.jp/english/,14.0,6737.5,6723.5,6737.5,FirmSize.LARGE_FIRM,3,nmm.jx-group.co.jp,0
The Samuel Roberts Noble Foundation,noble.org/,9.0,,,9.0,FirmSize.MICRO_FIRM,1,noble.org,0
Nokia Corporation,nokia.com/,1425.0,125865.5,124440.5,172406.0,FirmSize.LARGE_FIRM,0,nokia.com,1
Nokia Technologies Oy,nokia.com/,172406.0,421.0,171985.0,172406.0,FirmSize.LARGE_FIRM,1,nokia.com,1
Nokomis,nokomisinc.com/,7.0,,,7.0,FirmSize.MICRO_FIRM,1,nokomisinc.com,0
Nordic Technologies,nordic-technologies.com/,5.0,1638.0,1633.0,1638.0,FirmSize.LARGE_FIRM,4,nordic-technologies.com,0
Nordson Corporation,nordson.com/,2130.0,6000.0,3870.0,6000.0,FirmSize.LARGE_FIRM,0,nordson.com,0
Northrop Grumman Systems Corporation,northropgrumman.com/,73982.0,70000.0,3982.0,73982.0,FirmSize.LARGE_FIRM,0,northropgrumman.com,0
NCC Nano,novacentrix.com/,11754.0,,,11754.0,FirmSize.LARGE_FIRM,5,novacentrix.com,0
NOVA Chemicals (International) S.A.,novachem.com/pages/home.aspx,2435.0,2800.0,365.0,2800.0,FirmSize.LARGE_FIRM,0,novachem.com,0
NOVA PANGAEA TECHNOLOGIES LIMITED,novapangaea.com/,5.0,,,5.0,FirmSize.MICRO_FIRM,1,novapangaea.com,0
Novartis AG,novartis.com/,85031.0,125000.0,39969.0,125000.0,FirmSize.LARGE_FIRM,0,novartis.com,0
NovaSolix,novasolix.com/,5.0,,,5.0,FirmSize.MICRO_FIRM,1,novasolix.com,0
Nova Technologies,novatechnologies.com/,15.0,145.0,130.0,145.0,FirmSize.EU_MEDIUM_FIRM,1,novatechnologies.com,0
Novon,novon.com/,19.0,42682.0,42663.0,42682.0,FirmSize.LARGE_FIRM,3,novon.com,0
Novozymes A/S,novozymes.com/,5186.0,,,6386.0,FirmSize.LARGE_FIRM,5,novozymes.com,1
Novozymes Inc.,novozymes.com/,5186.0,6386.0,1200.0,6386.0,FirmSize.LARGE_FIRM,0,novozymes.com,1
Novozymes North America,novozymes.com/en/north-america,5186.0,,,6386.0,FirmSize.LARGE_FIRM,5,novozymes.com,1
Novus Energy LLC,novusenergy.ca/index.php?page=investor_documents_news_release,13.0,,,13.0,FirmSize.SMALL_FIRM,2,novusenergy.ca,0
Novus Technology,novustek.net/,20.0,25016.5,24996.5,25016.5,FirmSize.LARGE_FIRM,3,novustek.net,0
SEIKO NPC Corporation,npc.co.jp/en/,,,,,FirmSize.UNDEFINED,0,npc.co.jp,0
Neutronic Perpetual Innovations,npimobile.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,npimobile.com,0
GE-Hitachi Nuclear Energy Americas LLC,nuclear.gepower.com/,26181.0,,,26181.0,FirmSize.LARGE_FIRM,5,nuclear.gepower.com,0
mVerify Corporation,numverify.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,numverify.com,0
NuOrtho Surgical,nuortho.com/,22.0,,,22.0,FirmSize.SMALL_FIRM,2,nuortho.com,0
Nutech Ventures,nutechventures.org/,16.0,,,16.0,FirmSize.SMALL_FIRM,2,nutechventures.org,0
U.S. NUTRACEUTICALS,nutraceutical.com/,2.0,21.0,19.0,21.0,FirmSize.SMALL_FIRM,1,nutraceutical.com,0
Pentair Thermal Management LLC,nventthermal.com/,1246.0,35.0,1211.0,1246.0,FirmSize.LARGE_FIRM,3,nventthermal.com,0
Nvidia Corporation,nvidia.com/page/home.html,4.0,11528.0,11524.0,11528.0,FirmSize.LARGE_FIRM,4,nvidia.com,0
Northwest Biotherapeutics,nwbio.com/,17.0,14.0,3.0,17.0,FirmSize.SMALL_FIRM,0,nwbio.com,0
Freescale Semiconductor,nxp.com/,8227.0,17300.0,9073.0,30100.0,FirmSize.LARGE_FIRM,0,nxp.com,1
NXP USA,nxp.com/,,30100.0,,30100.0,FirmSize.LARGE_FIRM,5,nxp.com,1
Owens-Brockway Glass Container Inc.,o-i.com/,49.0,,,49.0,FirmSize.SMALL_FIRM,2,o-i.com,0
OAS Design Group,oasdesigngroup.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,oasdesigngroup.com,0
O.B.I. Inc.,obi.org/,4.0,42000.0,41996.0,42000.0,FirmSize.LARGE_FIRM,4,obi.org,0
Oceanit Laboratories,oceanit.com/,100.0,,,100.0,FirmSize.EU_MEDIUM_FIRM,3,oceanit.com,0
Oculus VR,oculus.com/,1377.0,,,1377.0,FirmSize.LARGE_FIRM,5,oculus.com,0
OFS Fitel,ofsoptics.com/,924.0,500.0,424.0,924.0,FirmSize.LARGE_FIRM,0,ofsoptics.com,0
Oki Data Corporation,oki.com/us/printing/,514.0,950.0,436.0,950.0,FirmSize.LARGE_FIRM,0,oki.com,0
Universal Display Corporation,oled.com/,10.0,222.0,212.0,222.0,FirmSize.EU_MEDIUM_FIRM,1,oled.com,0
Olympus NDT,olympus-ims.com/en/,731.0,,,731.0,FirmSize.LARGE_FIRM,5,olympus-ims.com,0
OLYMPUS CORPORATION,olympusamerica.com/,10.0,30702.0,30692.0,30702.0,FirmSize.LARGE_FIRM,3,olympusamerica.com,0
Omron Corporation,omron.com/,2118.0,36517.5,34399.5,36517.5,FirmSize.LARGE_FIRM,0,omron.com,0
One Earth Designs Inc.,oneearthdesigns.com/,12.0,50.0,38.0,50.0,FirmSize.EU_MEDIUM_FIRM,1,oneearthdesigns.com,0
Fairchild Semiconductor Corporation,onsemi.com/,3223.0,7689.5,4466.5,7689.5,FirmSize.LARGE_FIRM,0,onsemi.com,0
Opel Solar,opelinc.com/,42.0,,,42.0,FirmSize.SMALL_FIRM,2,opelinc.com,0
Optodot Corporation,optodot.com/,,,,,FirmSize.UNDEFINED,0,optodot.com,0
Oracle International Corporation,oracle.com/index.html,410.0,137000.0,136590.0,137000.0,FirmSize.LARGE_FIRM,1,oracle.com,0
Photon Dynamics,orbotech.com/,,25.0,,25.0,FirmSize.SMALL_FIRM,2,orbotech.com,0
OrbusNeich Medical,orbusneich.com/,93.0,500.0,407.0,500.0,FirmSize.LARGE_FIRM,2,orbusneich.com,0
MICROMIDAS,originmaterials.com/,9.0,,,9.0,FirmSize.MICRO_FIRM,1,originmaterials.com,0
Ormat Technologies Inc.,ormat.com/en/home/a/main/,741.0,1303.0,562.0,1303.0,FirmSize.LARGE_FIRM,0,ormat.com,0
Chevron Oronitz Company LLC,oronite.com/,,,,,FirmSize.UNDEFINED,0,oronite.com,0
Ortho-Clinical Diagnostics,orthoclinicaldiagnostics.com/,4113.0,4300.0,187.0,4300.0,FirmSize.LARGE_FIRM,0,orthoclinicaldiagnostics.com,0
OSI Optoelectronics,osioptoelectronics.com/,40.0,3900.0,3860.0,3900.0,FirmSize.LARGE_FIRM,3,osioptoelectronics.com,0
Ostendo Technologies,ostendo.com/,105.0,,,105.0,FirmSize.EU_MEDIUM_FIRM,3,ostendo.com,0
OTSUKA PHARMACEUTICAL CO.,otsuka.co.jp/en/,2648.0,,,2648.0,FirmSize.LARGE_FIRM,5,otsuka.co.jp,0
OmniVision Technologies,ovt.com/,965.0,2176.0,1211.0,2176.0,FirmSize.LARGE_FIRM,0,ovt.com,0
Pacific Biosciences of California,pacb.com/,446.0,456.0,10.0,456.0,FirmSize.US_MEDIUM_FIRM,0,pacb.com,0
PACCAR Inc,paccar.com/,4056.0,25000.0,20944.0,25000.0,FirmSize.LARGE_FIRM,0,paccar.com,0
Pacific Light Technologies,pacificlighttech.com/,8.0,42.0,34.0,42.0,FirmSize.SMALL_FIRM,1,pacificlighttech.com,0
VINYLAST,palisaderail.com/,7.0,14.0,7.0,14.0,FirmSize.SMALL_FIRM,1,palisaderail.com,0
Sanyo Electric Co.,panasonic.com/global/corporate/profile/group-companies/sanyo.html,3.0,92675.0,92672.0,92675.0,FirmSize.LARGE_FIRM,4,panasonic.com,0
Paratek Pharmaceuticals,paratekpharma.com/,142.0,96.0,46.0,142.0,FirmSize.EU_MEDIUM_FIRM,0,paratekpharma.com,0
Palo Alto Research Center Incorporated,parc.com/,8.0,,,8.0,FirmSize.MICRO_FIRM,1,parc.com,0
Pardev,pardev.com/,,,,,FirmSize.UNDEFINED,0,pardev.com,0
Parion Sciences,parion.com/,19.0,,,19.0,FirmSize.SMALL_FIRM,2,parion.com,0
Parker-Hannifin Corporation,parker.com/,19843.0,,,19843.0,FirmSize.LARGE_FIRM,5,parker.com,0
PAX Scientific,paxscientific.com/,10.0,974.0,964.0,974.0,FirmSize.LARGE_FIRM,3,paxscientific.com,0
The Paymaster Corporation,paymaster.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,paymaster.com,0
Professional Compounding Centers of America,pccarx.com/,,,,,FirmSize.UNDEFINED,0,pccarx.com,0
PDF Solutions,pdf.com,479.0,,,479.0,FirmSize.US_MEDIUM_FIRM,4,pdf.com,0
Pegatron Corporation,pegatroncorp.com/,5060.0,91797.0,86737.0,91797.0,FirmSize.LARGE_FIRM,0,pegatroncorp.com,0
PELLION TECHNOLOGIES,pelliontech.com/,22.0,,,22.0,FirmSize.SMALL_FIRM,2,pelliontech.com,0
