"firm","lookup_firm","lookup_firm_web","hit_url","nano","green","synbio","count_all_ind","max_emps","size_state","sme","pages","num_words","avg_words_per_page","year.min.p..date...","num_patents_all","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3","patent_pattern","rd_pattern","product_pattern","trial_pattern","demo_pattern","manufacturing_pattern","venture_pattern","investment_pattern","university_pattern","partnership_pattern","greenness_pattern","customization_pattern","awards_pattern","membership_pattern","customer_pattern","about_gen.count","about_exact.count","default_to_home","mean_i2017y","mean_cd2017y"
"Abengoa Bioenergy New Technologies","Abengoa Bioenergy New Technologies","Abengoa Bioenergy New Technologies","abengoa.com/",0,1,0,1,5799,"FirmSize.LARGE_FIRM",0,20,62236,3111.8,2013,16,2,1,1,2.5,2,0,2,6,0,0,7,0,1,0,2,5,0,3,0,0,3,1,0,0.4375,-0.001150119375
"Ablexis","Ablexis","Ablexis","ablexis.com/",0,0,1,1,2,"FirmSize.MICRO_FIRM",1,7,16995,2427.85714285714,2016,2,1,1,1,2,2,1,11,2,0,0,3,0,0,5,6,0,0,0,0,2,2,1,0,0,0
"Abraxis Bioscience","Abraxis Bioscience","Abraxis Bioscience","",1,0,0,1,2000,"FirmSize.LARGE_FIRM",0,NA,NA,NA,2008,58,8,1.01724137931034,1,2.82758620689655,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1206896551724,-0.0125975681034483
"AC International Inc.","AC","AC","acinter.com/",1,0,0,1,11,"FirmSize.SMALL_FIRM",1,6,7082,1180.33333333333,1979,455,4,1.02417582417582,1,2.56263736263736,3.25,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,2,1,1,14.2285714285714,0.0999175887252747
"ACACIA RESEARCH GROUP LLC","ACACIA RESEARCH GROUP","ACACIA RESEARCH GROUP","acaciaresearch.com/",1,0,0,1,13,"FirmSize.SMALL_FIRM",1,12,146924,12243.6666666667,2012,3,1,1,1,2.66666666666667,4,10,2,1,0,0,4,2,10,7,5,0,1,1,11,0,4,2,0,0.666666666666667,-6.9713e-05
"Access Business Group International LLC","Access Business Group","Access Business Group","accessbusinessgroup.com/",0,0,1,1,1850,"FirmSize.LARGE_FIRM",0,13,55372,4259.38461538462,2002,445,1,1.00449438202247,1,3.37752808988764,11,0,1,6,0,0,13,0,0,0,3,2,2,1,0,2,2,1,0,22.3549382716049,0.00798178651851852
"AccuRay Corporation","AccuRay","AccuRay","accuray.com/",0,1,0,1,988,"FirmSize.LARGE_FIRM",0,44,1189721,27039.1136363636,1981,190,1,1.02105263157895,2,2.67368421052632,4,0,15,9,0,2,20,6,5,14,7,4,14,2,2,15,10,3,0,19.5744680851064,0.0382797726542553
"Accuri Cytometers","Accuri Cytometers","Accuri Cytometers","bdbiosciences.com/us/instruments/research/cell-analyzers/bd-accuri/m/1294932/overview",1,0,0,1,10,"FirmSize.SMALL_FIRM",1,15,281724,18781.6,2008,31,1,1,1,2.03225806451613,1,0,12,2,3,4,2,0,0,0,0,0,6,1,0,0,1,1,0,8.41935483870968,-0.0176813698064516
"ACell","ACell","ACell","acell.com/",0,0,1,1,376,"FirmSize.US_MEDIUM_FIRM",1,48,349150,7273.95833333333,2003,32,2,1,1,1.9375,3,3,15,10,1,1,17,1,4,18,0,0,1,1,4,1,3,1,0,17.09375,-0.0130626625625
"Achushnet Company","Acushnet Company","Achushnet Company","acushnetgolf.com/",0,0,0,0,5228,"FirmSize.LARGE_FIRM",0,3,1717,572.333333333333,1976,2386,3,1.00167644593462,1,2.80134115674769,2.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5856469355684,0.00918448060817182
"Acorn Technologies","Acorn Technologies","Acorn Technologies","acorntech.com/",1,1,0,2,51,"FirmSize.EU_MEDIUM_FIRM",1,27,108814,4030.14814814815,1989,78,5,1,1.66666666666667,2.52564102564103,6,14,45,3,4,1,58,3,9,38,7,0,4,8,15,5,6,1,0,27.2307692307692,0.0775571128205128
"ACUCELA INC.","ACUCELA","ACUCELA","acucela.com/",1,0,0,1,52,"FirmSize.EU_MEDIUM_FIRM",1,9,11448,1272,1989,44,1,1.09090909090909,1,4.65909090909091,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,5.88636363636364,0.00150094090909091
"Adaptive Biotechnologies Corp.","Adaptive Biotechnologies Corp","Adaptive Biotechnologies Corp","adaptivebiotech.com/",0,0,1,1,290,"FirmSize.US_MEDIUM_FIRM",1,50,856341,17126.82,2015,15,1,1.06666666666667,1,3.6,2,1,21,0,16,14,1,0,3,13,11,0,1,1,7,0,5,2,0,1.06666666666667,-0.00117752133333333
"adaptiveARC","adaptiveARC","adaptiveARC","",0,1,0,1,8,"FirmSize.MICRO_FIRM",1,NA,NA,NA,2013,7,1,1,1,1.14285714285714,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857142857142857,0.00439040571428571
"ADASA INC.","ADASA","ADASA","adasa.com/",1,0,0,1,120,"FirmSize.EU_MEDIUM_FIRM",1,86,6545432,76109.6744186047,2002,8,1,1,1,1.625,3,0,0,9,2,2,1,0,0,0,0,2,4,0,0,3,2,1,0,6.875,0.00391383375
"Adeka Corporation","Adeka","Adeka","adeka.co.jp/en/",1,1,0,2,2661,"FirmSize.LARGE_FIRM",0,80,457221,5715.2625,1980,285,3,1.08771929824561,1.5,3.23859649122807,4,0,30,37,6,1,63,2,4,0,7,4,5,1,2,5,9,5,0,4.01423487544484,0.101756650676157
"Adhesives Research","Adhesives Research","Adhesives Research","adhesivesresearch.com/",1,0,0,1,342,"FirmSize.US_MEDIUM_FIRM",1,126,782109,6207.21428571429,1982,40,3,1,1,2.25,3.66666666666667,0,9,0,7,6,31,0,1,0,6,0,7,0,0,4,4,1,0,10.75,0.03345559925
"adidas AG","adidas AG","adidas AG","adidas.com/us/",1,0,0,1,56888,"FirmSize.LARGE_FIRM",0,NA,NA,NA,1992,159,6,1,1,2.42767295597484,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.49264705882353,-0.0107868719411765
"ADMA Products","ADMA Products","ADMA Products","admaproducts.com/#!",1,0,0,1,291,"FirmSize.US_MEDIUM_FIRM",1,NA,NA,NA,2003,7,1,1,1,3,3,1,3,2,0,0,14,0,0,0,0,0,0,0,0,0,1,1,0,4,0.0927856428571429
"Adobe Systems Incorporated","Adobe Systems","Adobe Systems","adobe.com/",0,0,1,1,21046,"FirmSize.LARGE_FIRM",0,66,893205,13533.4090909091,1991,3216,1,1.00031094527363,1,2.13650497512438,4,0,1,17,8,8,5,0,2,0,34,8,14,1,20,12,8,1,0,7.52735513111039,0.0592549931819359
"Adtran","Adtran","Adtran","adtran.com/",1,0,0,1,2060,"FirmSize.LARGE_FIRM",0,25,341487,13659.48,1978,471,1,1,1,2.3927813163482,5,1,1,0,0,2,2,0,1,1,6,2,3,0,0,3,4,1,0,6.97210300429185,0.0656163567446352
"Advanced Analogic Technologies","Advanced Analogic Technologies","Advanced Analogic Technologies","analogictech.com/",1,0,0,1,697,"FirmSize.LARGE_FIRM",0,79,1493626,18906.6582278481,2000,173,1,1.32369942196532,2,2.29479768786127,2,0,0,3,1,1,0,1,1,0,2,1,0,1,0,1,3,1,0,9.30057803468208,0.0195940452601156
"Advanced Aqua Group","Advanced Aqua Group","Advanced Aqua Group","aadvancedaqua.com/",1,1,0,2,3,"FirmSize.MICRO_FIRM",1,8,14889,1861.125,2016,2,3,1,1.5,2,3,1,0,8,0,0,5,1,0,0,6,0,5,0,0,6,2,1,0,0,0
"Advanced Cardiovascular Systems","Advanced Cardiovascular Systems","Advanced Cardiovascular Systems","",1,0,0,1,2,"FirmSize.MICRO_FIRM",1,NA,NA,NA,1983,1527,1,1,1,2.65618860510805,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.4930693069307,0.00432198159075908
"Advanced Cell Technology","Advanced Cell Technology","Advanced Cell Technology","astellas.us/therapeutic/rnd/airm.aspx",0,0,1,1,7,"FirmSize.MICRO_FIRM",1,72,650298,9031.91666666667,1998,21,1,1,1,2.52380952380952,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,0.154898051
"ADVANCED CERAMIC FIBERS","ADVANCED CERAMIC FIBERS","ADVANCED CERAMIC FIBERS","acfibers.com/index.html",1,0,0,1,6,"FirmSize.MICRO_FIRM",1,9,30453,3383.66666666667,2015,4,1,1,1,2,2,6,1,1,0,0,7,0,0,0,1,0,0,1,0,1,1,1,0,1.75,-0.037365525
"Advanced Fusion Technologies","Advanced Fusion Technologies","Advanced Fusion Technologies","",1,0,0,1,2,"FirmSize.MICRO_FIRM",1,NA,NA,NA,1995,10,1,1.1,1,3.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,0.08827279
"ADVANCED INNOVATION CENTER LLC","ADVANCED INNOVATION CENTER","ADVANCED INNOVATION CENTER","aicchile.com/en/",0,1,0,1,16,"FirmSize.SMALL_FIRM",1,13,86855,6681.15384615385,2016,1,1,1,1,1,1,0,3,9,3,1,3,0,0,0,6,0,0,0,0,0,2,1,0,0,0
"Advanced Silicon Group","Advanced Silicon Group","Advanced Silicon Group","advancedsilicongroup.com/",1,0,0,1,3300,"FirmSize.LARGE_FIRM",0,8,83492,10436.5,2015,4,2,1,1,5.25,5,3,22,3,3,1,21,2,4,13,5,6,1,4,9,3,2,1,1,0.25,-0.25
"Advanced Technology Materials","Advanced Technology Materials","Advanced Technology Materials","",1,0,0,1,182,"FirmSize.EU_MEDIUM_FIRM",1,NA,NA,NA,1976,730,1,1.05342465753425,1,3.24246575342466,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3796940194715,0.0460642641070932
"Advanced Water Technology","Advanced Water Technology","Advanced Water Technology","advancedwatertechnology.com/",1,0,0,1,1318,"FirmSize.LARGE_FIRM",0,3,57974,19324.6666666667,1990,8,1,1,1,1.375,1,0,1,0,3,3,1,0,0,0,0,0,1,0,0,1,1,1,0,19.5714285714286,0.140462985714286
"Adynxx","Adynxx","Adynxx","adynxx.com/",0,0,1,1,4,"FirmSize.MICRO_FIRM",1,12,99370,8280.83333333333,2011,5,1,1,1,2.2,1,2,19,13,3,3,9,26,5,31,16,0,5,2,9,0,3,1,0,3,-0.05618624
"Aerogen","Aerogen","Aerogen","aerogen.com/",1,0,0,1,198,"FirmSize.EU_MEDIUM_FIRM",1,31,239492,7725.54838709677,1998,77,1,1.01298701298701,1,2.8961038961039,2,2,19,6,6,3,6,8,10,20,9,0,5,18,15,3,4,1,1,34.3972602739726,0.0454407884246575
"Aerosol Dynamics Inc.","Aerosol Dynamics","Aerosol Dynamics","",1,0,0,1,5,"FirmSize.MICRO_FIRM",1,NA,NA,NA,1976,14,1,1.28571428571429,1,2.78571428571429,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78571428571429,0.147906607142857
"AG ENERGY SOLUTIONS","AG ENERGY SOLUTIONS","AG ENERGY SOLUTIONS","ag.energy/",0,1,0,1,14413,"FirmSize.LARGE_FIRM",0,5,17173,3434.6,2012,3,1,1,1,3.66666666666667,6,2,3,1,2,2,11,0,1,0,1,1,3,0,0,1,3,2,0,0.333333333333333,-0.00925926666666667
"AGC Flat Glass North America","AGC Flat Glass North America","AGC Flat Glass North America","agcglass.com/",0,1,0,1,584,"FirmSize.LARGE_FIRM",0,57,452699,7942.08771929825,2008,45,1,1.66666666666667,1,2.68888888888889,2,0,0,1,9,3,25,0,3,0,12,1,16,0,0,8,4,0,0,1.97435897435897,0.0294228215384615
"Agena Bioscience","Agena Bioscience","Agena Bioscience","agenabio.com/",1,0,0,1,177,"FirmSize.EU_MEDIUM_FIRM",1,44,215159,4889.97727272727,2014,10,1,1,1,2.7,2,5,51,14,40,54,12,2,5,7,20,0,6,4,10,6,11,1,1,0,0
"AGFA-GEVAERT N.V.","AGFA-GEVAERT NV","AGFA-GEVAERT NV","agfa.com/corporate/",1,0,0,1,153,"FirmSize.EU_MEDIUM_FIRM",1,76,1107615,14573.8815789474,1976,2553,3,1.00509204857031,1,2.73756365060713,2.33333333333333,25,40,72,25,29,102,18,71,18,46,17,22,12,28,26,70,17,0,7.23350659736106,0.298567864210316
"Agilent Technologies","Agilent Technologies","Agilent Technologies","agilent.com/",1,0,0,1,13500,"FirmSize.LARGE_FIRM",0,200,29243919,146219.595,1990,4274,1,1.01801591015442,1,2.18507253158634,3,1,102,17,17,12,24,17,16,4,16,4,30,8,1,26,19,2,0,11.9230769230769,0.058183797475888
"Agrigenetics","Agrigenetics","Agrigenetics","",0,0,1,1,26,"FirmSize.SMALL_FIRM",1,NA,NA,NA,1983,289,13,1.00692041522491,1,1.7923875432526,2.38461538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91349480968858,0.0559510106401384
"Agrivida","Agrivida","Agrivida","agrivida.com/",0,1,1,2,31,"FirmSize.SMALL_FIRM",1,6,22751,3791.83333333333,2010,16,3,1.0625,1.5,3.3125,5.5,0,6,1,0,1,20,0,8,1,6,5,1,1,0,3,2,1,0,1.875,-0.01002371
"AgroFresh Inc.","AgroFresh","AgroFresh","agrofresh.com/",0,0,1,1,284,"FirmSize.US_MEDIUM_FIRM",1,32,577077,18033.65625,2001,8,1,1,1,3.375,1,1,9,3,4,3,28,2,6,1,16,5,31,1,0,40,8,3,0,2.5,-0.02118055
"AIR PRODUCTS AND CHEMICALS","AIR PRODUCTS AND CHEMICALS","AIR PRODUCTS AND CHEMICALS","airproducts.com/",1,0,0,1,15225,"FirmSize.LARGE_FIRM",0,86,782550,9099.41860465116,1976,2986,3,1.01640991292699,1,2.83517587939699,4,0,0,2,3,4,10,0,3,0,6,3,4,0,0,5,1,1,0,12.0420875420875,0.108940797007744
"Ajinomoto Althea","Ajinomoto Althea","Ajinomoto Althea","ajibio-pharma.com/",0,0,1,1,210,"FirmSize.EU_MEDIUM_FIRM",1,16,33726,2107.875,2015,4,1,1,1,5.25,3,0,1,0,0,0,4,0,0,0,3,0,2,0,0,5,2,1,0,0.25,-0.015625
"Akron Polymer Systems","Akron Polymer Systems","Akron Polymer Systems","akronpolysys.com/",1,0,0,1,16,"FirmSize.SMALL_FIRM",1,32,74108,2315.875,2010,15,1,1,1,7.13333333333333,6,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.333333333333333,0.00403965333333333
"Alcatel Lucent","Alcatel Lucent","Alcatel Lucent","al-enterprise.com/",0,1,0,1,2087,"FirmSize.LARGE_FIRM",0,144,2698676,18740.8055555556,2007,4429,1,1.00903138405961,1,2.59132987130278,2,0,28,72,25,54,29,4,12,12,171,3,115,35,13,113,27,10,0,2.29398462234283,0.0979461589059249
"Alcon Research","Alcon Research","Alcon Research","alcon.com/",1,0,0,1,21766,"FirmSize.LARGE_FIRM",0,41,216046,5269.41463414634,2009,324,1,1.01234567901235,1,2.65123456790123,4,0,8,15,3,2,4,2,16,1,18,2,10,0,0,11,11,3,0,1.99684542586751,0.0214399069305994
"Alcotek","Alcotek","Alcotek","alcotek.com/",0,1,0,1,90,"FirmSize.EU_MEDIUM_FIRM",1,2,7271,3635.5,1982,57,1,1.07017543859649,1,2.2280701754386,2,0,0,1,5,4,9,0,0,0,0,0,4,2,0,4,2,1,0,15.44,0.0466488052
"Alencon Acquisition Co.","Alencon Acquisition Co","Alencon Acquisition Co","alenconsystems.com/",0,1,0,1,13,"FirmSize.SMALL_FIRM",1,23,83948,3649.91304347826,2012,5,1,1,1,1.6,2,1,0,3,0,1,2,0,0,0,2,1,0,0,1,0,2,1,1,9,0.003549464
"Alexion Pharmaceuticals","Alexion Pharmaceuticals","Alexion Pharmaceuticals","alexion.com/",0,0,1,1,2760,"FirmSize.LARGE_FIRM",0,98,2140040,21837.1428571429,1996,105,1,1.04761904761905,1,3.32380952380952,3,0,68,17,17,5,17,8,16,34,24,4,3,11,11,1,12,4,0,6.40196078431373,0.0776114321960784
"ALF OPERATING PARTNERS","ALF OPERATING PARTNERS","ALF OPERATING PARTNERS","",0,1,0,1,14,"FirmSize.SMALL_FIRM",1,NA,NA,NA,2010,4,1,1,1,1.75,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,0.004152825
"Algenol Biotech LLC","Algenol Biotech","Algenol Biotech","algenol.com/",0,0,1,1,127,"FirmSize.EU_MEDIUM_FIRM",1,4,24878,6219.5,2015,18,6,1.11111111111111,1,5.05555555555556,5.16666666666667,0,10,0,2,2,19,0,1,0,2,11,1,1,0,0,4,1,0,0.166666666666667,-0.00582010555555556
"ALGETERNAL TECHNOLOGIES","ALGETERNAL TECHNOLOGIES","ALGETERNAL TECHNOLOGIES","algeternal.com/",0,1,0,1,6,"FirmSize.MICRO_FIRM",1,8,49031,6128.875,2017,1,1,1,1,4,4,3,8,7,5,5,25,0,2,0,2,14,1,0,0,3,1,1,0,0,0
"All Power Labs","All Power Labs","All Power Labs","allpowerlabs.com/",0,1,0,1,43,"FirmSize.SMALL_FIRM",1,37,241943,6539,2014,4,1,1,1,3,5,0,5,4,6,3,26,0,0,1,1,10,1,2,1,1,4,1,0,1,-0.02722485
"Alliance for Sustainable Energy","Alliance for Sustainable Energy","Alliance for Sustainable Energy","allianceforsustainableenergy.org/",1,1,1,3,3,"FirmSize.MICRO_FIRM",1,3,14761,4920.33333333333,2008,183,17,1.15300546448087,1.26666666666667,3.53005464480874,3.86666666666667,0,5,0,0,0,0,0,0,4,1,5,0,0,0,0,2,1,0,3.24590163934426,0.0237917471038251
"Allison Transmission","Allison Transmission","Allison Transmission","allisontransmission.com/",1,0,0,1,2600,"FirmSize.LARGE_FIRM",0,94,4399266,46800.7021276596,2011,189,1,1.00529100529101,1,2.36507936507937,3,1,16,39,14,12,89,5,12,38,21,8,29,9,6,30,20,7,0,0.925925925925926,0.00354662105820106
"Alnylam Pharmaceuticals","Alnylam Pharmaceuticals","Alnylam Pharmaceuticals","alnylam.com/",1,0,1,2,1198,"FirmSize.LARGE_FIRM",0,30,232212,7740.4,2008,233,5,1.09012875536481,1,4.068669527897,4.8,0,47,2,10,10,6,8,16,39,8,6,1,11,21,4,8,2,0,5.14163090128755,0.0668442871630901
"Alpha and Omega Semiconductor Incorporated","Alpha and Omega Semiconductor","Alpha and Omega Semiconductor","aosmd.com/",1,0,0,1,2670,"FirmSize.LARGE_FIRM",0,12,198514,16542.8333333333,2006,405,10,1,1,3.21234567901235,2.9,0,1,2,2,1,4,0,1,0,0,1,3,0,0,4,3,1,0,2.58024691358025,0.0851527285679012
"ALSTOM Technology Ltd","ALSTOM Technology","ALSTOM Technology","alstom.com/",1,1,0,2,34500,"FirmSize.LARGE_FIRM",0,67,929727,13876.5223880597,1989,1372,4,1.00874635568513,1,2.73032069970845,2.5,1,8,13,4,4,13,3,10,1,28,16,15,2,6,13,8,1,1,3.04674945215486,0.0249191014536158
"AltaRock Energy","AltaRock Energy","AltaRock Energy","altarockenergy.com/",0,1,0,1,14,"FirmSize.SMALL_FIRM",1,13,32695,2515,2012,7,1,1,1,2.14285714285714,2,0,3,0,0,0,2,0,0,4,3,0,0,0,0,0,3,1,0,0.714285714285714,0.00223214285714286
"Altex Technologies Corporation","Altex Technologies","Altex Technologies","altextech.com/",0,1,0,1,12,"FirmSize.SMALL_FIRM",1,11,23431,2130.09090909091,1998,7,1,1,1,2.28571428571429,3,0,13,5,13,19,11,0,0,2,2,1,3,0,0,3,2,1,0,11.5714285714286,0.127387067142857
"Altivera","Altivera","Altivera","altabira.com/",1,0,0,1,26,"FirmSize.SMALL_FIRM",1,21,107054,5097.80952380952,2006,6,1,1.33333333333333,1,1.33333333333333,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,49.6666666666667,0.0156357583333333
"Ambature","Ambature","Ambature","ambature.com/",1,0,0,1,18,"FirmSize.SMALL_FIRM",1,32,89005,2781.40625,2012,10,1,1,1,1.8,2,4,17,3,5,5,10,2,10,13,3,6,0,0,4,1,12,1,0,1,0.0215389
"Amberwave Inc.","Amberwave","Amberwave","amberwave.com/",0,1,0,1,9,"FirmSize.MICRO_FIRM",1,5,13884,2776.8,2015,2,1,1,1,2.5,3,2,4,2,1,1,5,0,1,6,0,1,0,0,2,0,2,1,0,0,0
"American Air Liquide","American Air Liquide","American Air Liquide","industry.airliquide.us/",1,0,0,1,32900,"FirmSize.LARGE_FIRM",0,68,355330,5225.44117647059,1989,327,2,1.45871559633028,1,2.90825688073395,2.5,0,9,8,23,3,41,2,3,0,27,6,13,2,3,12,8,2,0,9.61656441717791,0.0317466580368098
"AMERICAN BIO ENERGY CONVERTING CORP.","AMERICAN BIO ENERGY CONVERTING CORP","AMERICAN BIO ENERGY CONVERTING CORP","",0,1,0,1,39,"FirmSize.SMALL_FIRM",1,NA,NA,NA,2012,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,-0.00892855
"American Piledriving Equipment","American Piledriving Equipment","American Piledriving Equipment","apevibro.com/",0,1,0,1,85,"FirmSize.EU_MEDIUM_FIRM",1,63,560833,8902.11111111111,1993,45,1,1,1,1.15555555555556,1,6,6,13,9,9,32,2,1,0,2,0,2,0,0,2,3,2,0,10.9777777777778,-0.0874815466666667
"American Science and Technology Corporation","American Science and Technology","American Science and Technology","amsnt.com/",0,1,0,1,3738,"FirmSize.LARGE_FIRM",0,7,20934,2990.57142857143,2016,2,2,1,1,6,6,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
"Amgen Fremont Inc.","Amgen Fremont","Amgen Fremont","amgen.com/",0,0,1,1,27187,"FirmSize.LARGE_FIRM",0,NA,NA,NA,2006,72,2,1.58333333333333,2,7.38888888888889,7,1,145,26,65,33,69,8,49,183,26,39,2,79,61,3,14,8,0,4.94366197183099,0.0116768463802817
"Amgen Inc.","Amgen","Amgen","amgen.com/",0,0,1,1,27187,"FirmSize.LARGE_FIRM",0,NA,NA,NA,1985,1241,1,1.08219178082192,1,5.25463336019339,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.55582524271845,0.0858805070153722
"Amicus Therapeutics","Amicus Therapeutics","Amicus Therapeutics","amicusrx.com/",0,0,1,1,512,"FirmSize.LARGE_FIRM",0,NA,NA,NA,2009,45,2,1,1,2.48888888888889,3,1,44,12,8,4,11,2,10,25,8,2,0,5,26,1,9,2,0,0.6,0.0325445355555556
"Amkor Technology","Amkor Technology","Amkor Technology","amkor.com/",1,1,0,2,25100,"FirmSize.LARGE_FIRM",0,112,482461,4307.6875,1989,880,3,1.06022727272727,1,2.83068181818182,4,0,4,5,11,11,11,0,2,0,5,0,7,0,2,5,5,1,0,24.0973654066438,0.0202496376093929
"AMO Wavefront Sciences","AMO Wavefront Sciences","AMO Wavefront Sciences","",1,0,0,1,777,"FirmSize.LARGE_FIRM",0,NA,NA,NA,2008,39,1,1,1,3.46153846153846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35897435897436,0.00114528487179487
"Ampio Pharmaceuticals","Ampio Pharmaceuticals","Ampio Pharmaceuticals","ampiopharma.com/",0,0,1,1,17,"FirmSize.SMALL_FIRM",1,21,232876,11089.3333333333,2013,17,1,1,1,2.11764705882353,1,12,50,3,15,10,16,3,10,17,11,0,0,9,15,1,12,5,0,0.941176470588235,-0.00350214117647059
"Amprius","Amprius","Amprius","amprius.com/",0,0,1,1,44,"FirmSize.SMALL_FIRM",1,3,10008,3336,2005,66,2,1.09090909090909,1,3.16666666666667,5,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,1,1,0,3.66666666666667,0.0436221721212121
"AMPT","AMPT","AMPT","ampt.com/",0,1,0,1,33,"FirmSize.SMALL_FIRM",1,23,287266,12489.8260869565,2003,23,5,1,1,1.78260869565217,1.8,6,9,22,5,6,34,3,3,11,28,7,18,5,9,18,6,1,0,30.4782608695652,-0.0295080669565217
"Amtech Systems","Amtech Systems","Amtech Systems","amtechsystems.com/",0,1,0,1,468,"FirmSize.US_MEDIUM_FIRM",1,14,26584,1898.85714285714,1988,46,1,1,1,2.97826086956522,1,2,3,2,0,0,20,3,0,0,5,0,2,0,0,2,2,1,0,5.26666666666667,0.00748685153333333
"Analog Devices","Analog Devices","Analog Devices","analog.com/en/index.html",1,0,0,1,15300,"FirmSize.LARGE_FIRM",0,60,2788215,46470.25,1976,2931,5,1.01637666325486,1,2.10167178437393,4.8,1,10,34,21,13,66,31,24,1,35,4,31,16,4,27,22,1,0,10.5729452054795,0.0779855158277397
"Andritz Inc.","Andritz","Andritz","andritz.com/group-en",0,1,0,1,15075,"FirmSize.LARGE_FIRM",0,59,242786,4115.01694915254,2000,153,4,1,1,2.22875816993464,3.25,3,39,28,8,37,66,9,15,3,109,24,28,2,23,24,37,8,0,2.22368421052632,0.0223080026315789
"Aneeve LLC","Aneeve","Aneeve","",1,0,0,1,4,"FirmSize.MICRO_FIRM",1,NA,NA,NA,2017,2,2,2,2,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Anelva Corporation","Anelva","Anelva","canon-anelva.co.jp/english/",1,0,0,1,37,"FirmSize.SMALL_FIRM",1,25,49457,1978.28,1976,2052,1,1.05116959064327,1,2.69590643274854,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,33.1088264794383,0.105537606982949
"Angaza Design","Angaza Design","Angaza Design","angaza.com/",0,1,0,1,67,"FirmSize.EU_MEDIUM_FIRM",1,13,79101,6084.69230769231,2016,1,1,1,1,7,7,0,0,15,0,0,6,0,1,0,24,3,3,4,2,12,3,1,0,0,0
"Angiotech Pharmaceuticals (US)","Angiotech Pharmaceuticals (US)","Angiotech Pharmaceuticals (US)","angiotech.com/",0,0,1,1,1364,"FirmSize.LARGE_FIRM",0,18,85766,4764.77777777778,1999,25,1,1.04,1,3.12,5,0,1,3,1,1,6,0,0,1,3,0,5,0,0,5,4,2,0,45.92,-0.00161417112
"Angstron Materials","Angstron Materials","Angstron Materials","theglobalgraphenegroup.com/",1,0,0,1,30,"FirmSize.SMALL_FIRM",1,11,12050273,1095479.36363636,2016,1,1,1,1,2,2,6,3,0,1,1,10,0,0,3,0,0,2,0,1,2,2,1,0,0,0
"Anlinx","Anlinx","Anlinx","",0,1,0,1,2,"FirmSize.MICRO_FIRM",1,NA,NA,NA,2016,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Annam Biosciences","Annam Biosciences","Annam Biosciences","annambiosciences.com/",0,0,1,1,4,"FirmSize.MICRO_FIRM",1,7,9950,1421.42857142857,2016,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Ansun Biopharma","Ansun Biopharma","Ansun Biopharma","ansunbiopharma.com/",0,0,1,1,21,"FirmSize.SMALL_FIRM",1,14,34892,2492.28571428571,2013,5,1,1,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0.01141422
