firm name,url,LinkedIn employees,LinkedIn url,LinkedIn matched name,jaro-winkler distance result
Johnson & Johnson Vision Care,jjvision.com/,3774,https://www.linkedin.com/company/johnson-&-johnson-vision,Johnson & Johnson Vision,5
K.S. INTERNATIONAL CO.,ksandco.com/,56,https://www.linkedin.com/company/big-brothers-big-sisters-of-greater-kansas -city,Big Brothers Big Sisters Kansas City,36
KOLO TECHNOLOGIES,kolomedical.com/,67,https://www.linkedin.com/company/tecnoledvision-sa-de-cv,"KOLO DS, SA de CV",12
KR Design House,krdesignhouse.com/,2,https://www.linkedin.com/company/future-factor,Future Factor,14
Kala Pharmaceuticals,kalarx.com/,85,https://www.linkedin.com/company/kala-pharmaceuticals,Kala Pharmaceuticals,0
Kamtec,kamtec.co.uk/,25,https://www.linkedin.com/company/kamtec,Kamtec,0
Kansai Paint Co.,kansai.com/,204,https://www.linkedin.com/company/kansai-paint-co.-ltd,"Kansai Paint Co.,Ltd",5
Kashiv Pharma,kashivpharma.com/,102,https://www.linkedin.com/company/kashiv-pharma,Kashiv Pharma LLC,4
Kinestral Technologies,kinestral.com/,110,https://www.linkedin.com/company/kinestral-technologies-inc,"Kinestral Technologies, Inc.",6
Kiverdi,kiverdi.com/,,https://www.linkedin.com/company/kiverdi-inc-,"Kiverdi, Inc.",6
Kobe Steel,kobelco.co.jp/english/,179,https://www.linkedin.com/company/kobe-steel-ltd,KOBE STEEL LTD,11
Kulite Semiconductor Products,kulite.com/,191,https://www.linkedin.com/company/kulite-semiconductor-products-inc-,Kulite Semiconductor Products Inc.,5
LG Display Co.,lgdisplay.com/eng/main,4420,https://www.linkedin.com/company/lg-display,LG Display,3
LIQUID X PRINTED METALS,liquid-x.com/,9,https://www.linkedin.com/company/liquid-x-printed-metals,Liquid X Printed Metals,16
LUCERA LABS,luceralabs.com/,4,https://www.linkedin.com/company/lucera-labs,Lucera Labs,8
Lake Lite,lakelite.com/,557,https://www.linkedin.com/school/lake-superior-state-university/,Lake Superior State University,24
Landauer,landauer.com/,14,https://www.linkedin.com/company/landauer-europe,LANDAUER EUROPE,14
Laserline Mfg.,laserlinemfg.com/,4,https://www.linkedin.com/company/laserline-mfg-inc-,"LaserLine MFG., INC.",10
Leap Frogg,leapfrog.com/en-us/home,7,https://www.linkedin.com/company/leap-frog-marketing,Leap Frog Marketing,10
Lehigh Technologies,lehightechnologies.com/,49,https://www.linkedin.com/company/lehigh-technologies,Lehigh Technologies,0
Lion Copolymer Geismar,lionelastomers.com/,136,https://www.linkedin.com/company/lion-copolymer-llc,Lion Copolymer,8
Liquidia Technologies,liquidia.com/,69,https://www.linkedin.com/company/liquidia-technologies,Liquidia Technologies,0
Little Kids,littlekidsinc.com/,59,https://www.linkedin.com/company/little-kids-rock,Little Kids Rock,5
Livetv,livetv.sx/enx/,2,https://www.linkedin.com/company/australia-live-tv,Australia Live TV,17
Locus Energy,locusenergy.com/,57,https://www.linkedin.com/company/locus-energy,Locus Energy,0
Los Alamos National Security,lansllc.com/,7970,https://www.linkedin.com/company/los-alamos-national-laboratory,Los Alamos National Laboratory,8
Lumenco,en.lumenco.ca/,8,https://www.linkedin.com/company/lumenco-inc-,"Lumenco, Inc.",6
Lux Bio Group,luxbiogroup.com/,2,https://www.linkedin.com/company/lux-biotechnology-ltd,LUX Biotechnology Ltd,16
MANUFACTURING RESOURCES INTERNATIONAL,resourcemfg.com/,25,https://www.linkedin.com/company/manufacturing-resource-group,Manufacturing Resource Group,25
MAXLINEAR,maxlinear.com/,641,https://www.linkedin.com/company/maxlinear,MaxLinear,7
MEDport,medport.com/,36,https://www.linkedin.com/company/medport-billing,Medport,2
MIETAMARK GENETICS,metamarkgenetics.com/,,,,
MONTEREY RESEARCH,mbari.org/,593,https://www.linkedin.com/company/monterey-bay-aquarium,Monterey Bay Aquarium,18
Magnachip Semiconductor,magnachip.com/,289,https://www.linkedin.com/company/magnachip-semiconductor,MagnaChip Semiconductor,1
Magnolia Solar,magnoliasolar.com/,2,https://www.linkedin.com/company/magnolia-solar,Magnolia Solar,0
Magnolia Solar,magnoliasolar.com/,2,https://www.linkedin.com/company/magnolia-solar,Magnolia Solar,0
Manta Instruments,mantainc.com/,8,https://www.linkedin.com/company/manta-instruments,MANTA Instruments,4
Marine Polymer Technologies,marinepolymer.com/,34,https://www.linkedin.com/company/marine-polymer-technologies,Marine Polymer Technologies,0
Materia,materia-inc.com/,139,https://www.linkedin.com/company/materia,Materia,0
Matrix Genetics,lumenbioscience.com/,2,https://www.linkedin.com/company/matrix-genetics,Matrix Genetics,0
Mattson Technology,mattson.com/,2,https://www.linkedin.com/company/mattson,Mattson Technology,0
Maxout Renewables,maxoutrenewables.com/,13,https://www.linkedin.com/company/costep,COSTEP,17
McAlister Technologies,mcallister.com/,71,https://www.linkedin.com/company/water-technology-pty-ltd,Water Technology Pty Ltd,23
McElroy Manufacturing,mcelroy.com/,217,https://www.linkedin.com/company/mcelroy-manufacturing-inc,"McElroy Manufacturing, Inc.",6
Medical Diagnostic Laboratories,mdlab.com/,11,https://www.linkedin.com/company/medical-diagnostic-lab,Medical Diagnostic Lab,9
Meso Scale Technologies,mesoscale.com/,532,https://www.linkedin.com/company/meso-scale-diagnostics,"MESO SCALE DIAGNOSTICS, LLC.",24
Metabolix,yield10bio.com/,8,https://www.linkedin.com/company/american-metabolix,American Metabolix,18
Meyer Tool,meyertool.com/,466,https://www.linkedin.com/company/meyer-tool,"Meyer Tool, Inc.",6
Micro Cooling Concepts,microcoolingconcepts.com/,2,https://www.linkedin.com/company/micro-cooling-concepts,Micro Cooling Concepts,0
MicroContinuum,microcontinuum.com/,3,https://www.linkedin.com/company/microcontinuum,Microcontinuum,1
MicroLink Devices,mldevices.com/,38,https://www.linkedin.com/company/microlink-devices-inc.,"MicroLink Devices, Inc.",6
Microchips Biotech,microchipsbiotech.com/,24,https://www.linkedin.com/company/microchips,Microchips Biotech,0
Micron Technology,micron.com/,16147,https://www.linkedin.com/company/micron-technology,Micron Technology,0
Microsurge,talcusa.com/microsurge/,4,https://www.linkedin.com/company/stetzer-electric-inc,Stetzer Electric Inc,20
Midori USA,midorihealth.com/,9,https://www.linkedin.com/company/midori-usa-inc,"Midori USA, Inc.",6
Midrex Technologies,midrex.com/,184,https://www.linkedin.com/company/midrex-technologies,"Midrex Technologies, Inc.",6
MirTech,mirtechusa.com/,15,https://www.linkedin.com/company/mirtech-inc,Mirtech INC,5
Mitsubishi Polyester Film,m-petfilm.com/,242,https://www.linkedin.com/company/mitsubishi-polyester-film,Mitsubishi Polyester Film,0
Molecular Rebar Design,molecularrebar.com/,19,https://www.linkedin.com/company/molecular-rebar-design,Molecular Rebar Design,0
MonoSol,monosol.com/,188,https://www.linkedin.com/company/monosol-llc,"MonoSol, a Kuraray Division",20
Morpho,morpho.com/en,4,https://www.linkedin.com/company/morpho-marketing,Morpho Marketing,10
Moxtek,moxtek.com/,171,https://www.linkedin.com/company/moxtek,MOXTEK,5
Mumetel,mumetel.com/index.html,11,https://www.linkedin.com/company/magnetic-shield-corp-,Magnetic Shield Corporation,26
Murata Manufacturing Co.,murata.com/,2932,https://www.linkedin.com/company/murata-electronics,Murata,17
NANOPHTHALMICS,nanophthalmics.com/,,,,
NCC Nano,novacentrix.com/,11634,https://www.linkedin.com/company/ncc,NCC,5
NGK Spark Plug Co.,ngksparkplugs.com/,18,https://www.linkedin.com/company/ngk-spark-plug-middle-east-fze,NGK Spark Plug Middle East FZE,15
NLT TECHNOLOGIES,tianma.co.jp/en/,72,https://www.linkedin.com/company/nlt-northern-light-technologies,NLT-Northern Light Technologies,28
NXP USA,nxp.com/,16995,https://www.linkedin.com/company/nxp-semiconductors,NXP Semiconductors,14
NanoLab,nano-lab.com/,76,https://www.linkedin.com/company/nanolab-technologies,Nanolab Technologies,14
NanoMech,nanomech.com/,36,https://www.linkedin.com/company/nanomech-llc,NanoMech Inc.,5
NanoOncology,iinano.org/nanooncology,2,https://www.linkedin.com/company/leigh-labs,Leigh Labs,12
Nanoco Technologies,nanocotechnologies.com/,77,https://www.linkedin.com/company/nanoco-technologies,Nanoco Technologies Ltd,4
Nanocopocia,nanocopoeia.com/,,,,
Nanoholdings,nh2.com/,19,https://www.linkedin.com/company/nanoholdings-llc,nH2 Limited,12
Nanomix,nano.com/,32,https://www.linkedin.com/company/nanomix,Nanōmix,1
Nanoquantum Sciences,nanoquantum.com/,3,https://www.linkedin.com/company/nanoquantum-corporation,"Nanoquantum Sciences, Inc.",6
Nanoridge Materials,nanoridge.com/,8,https://www.linkedin.com/company/nanoridge-materials-inc.,"NANORIDGE MATERIALS, INC.",22
Nanospectra Biosciences,nanospectra.com/,10,https://www.linkedin.com/company/nanospectra-biosciences,Nanospectra Biosciences,0
Nanosys,nanosysinc.com/,161,https://www.linkedin.com/company/nanosys,Nanosys,0
Nanotech Biomachines,nanotechbio.com/,4,https://www.linkedin.com/company/nanotech-biomachines-inc-,"Nanotech Biomachines, Inc.",6
Nanotek Instruments,nanotekinstruments.com/,6,https://www.linkedin.com/company/nanotek-instruments-inc,"NANOTEK INSTRUMENTS, INC",21
Nantero,nantero.com/,69,https://www.linkedin.com/company/nantero,Nantero,0
NeuMoDx Molecular,neumodx.com/,50,https://www.linkedin.com/company/neumodx-molecular-inc.,NeuMoDx,10
Neumedicines,neumedicines.com/,13,https://www.linkedin.com/company/neumedicines,Neumedicines Inc.,5
Neural Signals,neuralsignals.com/,3,https://www.linkedin.com/company/bio-signal-technologies-llc,Bio-Signal Technologies,23
New England Biolabs,neb.com/,483,https://www.linkedin.com/company/new-england-biolabs,New England Biolabs,0
New Technology Ventures,newtechvc.com/,3,https://www.linkedin.com/company/new-technology-ventures,New Technology Ventures,0
Newlans,newlans.com/,184,https://www.linkedin.com/company/newland-chase,Newland Chase,7
Nippon Shokubai Co.,shokubai.co.jp/en/,45,https://www.linkedin.com/company/na-industries-inc,"Nippon Shokubai America Industries, Inc.",24
Nissan Motor Co.,nissan-global.com/EN/,34997,https://www.linkedin.com/company/nissan-motor-corporation,Nissan Motor Corporation,9
Nokomis,nokomisinc.com/,4,https://www.linkedin.com/company/nokomis-partners,Nokomis Partners,9
Nordic Technologies,nordic-technologies.com/,4,https://www.linkedin.com/company/nordic-technologies,Nordic Technologies A/S,4
Northwest Biotherapeutics,nwbio.com/,15,https://www.linkedin.com/company/northwest-biotherapeutics,Northwest Biotherapeutics,0
Nova Technologies,novatechnologies.com/,12,https://www.linkedin.com/company/nova-tech-incorporated,"Nova-Tech, Inc.",9
NovaSolix,novasolix.com/,,,,
Novellus Systems,lamresearch.com/,867,https://www.linkedin.com/company/novellus-systems,Novellus Systems acquired by Lam Research Corporation,37
Novon,novon.com/,19,https://www.linkedin.com/company/novon-consulting,NOVON Consulting,15
Novus Technology,novustek.net/,,https://www.linkedin.com/company/novus-tech-limited,Novus Tech Limited,8
NuOrtho Surgical,nuortho.com/,23,https://www.linkedin.com/company/rmc-orthopedic-&-surgical-inc-,RMC Orthopedic & Surgical,23
OAS Design Group,oasdesigngroup.com/,3,https://www.linkedin.com/company/oas-design-group-inc,OAS DESIGN GROUP INC,13
OFS Fitel,ofsoptics.com/,915,https://www.linkedin.com/company/ofs,OFS,6
OPTERRA ENERGY SERVICES,engieservices.us/,106,https://www.linkedin.com/company/opterra-energy-group,OpTerra Energy Services,17
OSI Optoelectronics,osioptoelectronics.com/,40,https://www.linkedin.com/company/osi-optoelectronics-as,OSI Optoelectronics AS,3
OTSUKA PHARMACEUTICAL CO.,otsuka.co.jp/en/,2617,https://www.linkedin.com/company/otsuka-pharmaceutical-companies,Otsuka Pharmaceutical Companies (U.S.),33
Oceanit Laboratories,oceanit.com/,100,https://www.linkedin.com/company/oceanit,Oceanit,13
Oculus VR,oculus.com/,1388,https://www.linkedin.com/company/oculus-vr,Oculus VR,0
OmniVision Technologies,ovt.com/,962,https://www.linkedin.com/company/omnivision,"OmniVision Technologies, Inc.",6
OrbusNeich Medical,orbusneich.com/,93,https://www.linkedin.com/company/orbusneich-medical,OrbusNeich Medical,0
PAX Scientific,paxscientific.com/,10,https://www.linkedin.com/company/pax-scientific,PAX Scientific,0
PELLION TECHNOLOGIES,pelliontech.com/,22,https://www.linkedin.com/company/pellion-technologies,Pellion Technologies,17
PLYCEM USA,allurausa.com/,29,https://www.linkedin.com/company/plycem-usa,Plycem USA,5
PNM,pnm.com/,13,https://www.linkedin.com/company/pnm-consulting-co.-ltd.,"PNM Consulting Co., Ltd.",21
POET Research,poet.com/scotland,969,https://www.linkedin.com/company/poet,POET,9
POSiFA MICROSYSTEMS,posifamicrosystems.com/,,,,
PPG Industries Ohio,corporate.ppg.com/Home.aspx,21397,https://www.linkedin.com/company/ppg-industries,PPG Industries,5
PTC Therapeutics,ptcbio.com/,524,https://www.linkedin.com/company/ptc-therapeutics,"PTC Therapeutics, Inc.",6
Pacific Biosciences of California,pacb.com/,450,https://www.linkedin.com/company/pacific-biosciences,Pacific Biosciences,14
Paratek Pharmaceuticals,paratekpharma.com/,126,https://www.linkedin.com/company/paratek-pharmaceuticals-inc-,Paratek Pharmaceuticals,0
Pardev,pardev.com/,6,https://www.linkedin.com/company/paradigm-development-group,PARADIGM DEVELOPMENT GROUP,25
Parion Sciences,parion.com/,19,https://www.linkedin.com/company/parion-sciences,Parion Sciences,0
Pendar Technologies,pendar.com/,24,https://www.linkedin.com/company/pendar-technologies,"Pendar Technologies, LLC",5
Pentron Clinical Technologies,pentron.com/,17,https://www.linkedin.com/company/pentron-clinical,Pentron Clinical,13
Performance Plants,performanceplants.com/,12,https://www.linkedin.com/company/performance-plants,Performance Plants,0
Perkinelmer Holdings,perkinelmer.com/,5,https://www.linkedin.com/company/perkinelmer-limited,PERKINELMER LIMITED,18
PetraSolar,petrasystems.com/,64,https://www.linkedin.com/company/petra-solar,"Petra Systems, Inc.",14
Peytant Solutions,peytant.com/,,https://www.linkedin.com/title/senior-director-manufacturing,Top 25 Senior Director Manufacturing profiles,45
Pharmatrophix,pharmatrophix.com/,2,https://www.linkedin.com/company/pharmatrophix-inc.,"PharmatrophiX, Inc.",7
Phoseon Technology,phoseon.com/,104,https://www.linkedin.com/company/phoseon-technology,Phoseon Technology,0
Photon Dynamics,orbotech.com/,71,https://www.linkedin.com/company/photon-dynamics,Photon Dynamics,0
Piksel,piksel.com/,472,https://www.linkedin.com/company/piksel-inc-/jobs,Piksel Inc: Jobs,10
Pinnacle Technology,pinnacle-technology.com/,37,https://www.linkedin.com/company/pinnacletechpartners,"Pinnacle Technology Partners, Inc.",15
Pioneer Energy,mypioneerenergy.com/,47,https://www.linkedin.com/company/pioneer-energy,Pioneer Energy,0
Pixelligent Technologies,pixelligent.com/,43,https://www.linkedin.com/company/pixelligent-technologies-llc,Pixelligent Technologies,0
Plant Sensory Systems,plantsensorysystems.com/,2,https://www.linkedin.com/company/plant-sensory-systems,Plant Sensory Systems,0
Plasma-Therm,plasmatherm.com/,138,https://www.linkedin.com/company/plasma-therm,Plasma-Therm,0
PluroGen Therapeutics,plurogen.com/,4,https://www.linkedin.com/company/plurogen,"PluroGen Therapeutics, LLC",5
Poly-Med,poly-med.com/,79,https://www.linkedin.com/company/poly-med-inc-,"Poly-Med, Inc.",6
PortaFire,port-a-fire.ca/,2,https://www.linkedin.com/company/portafire-inc,Portafire Inc,5
Power Integrations,power.com/,936,https://www.linkedin.com/company/power-integrations,Power Integrations,0
Praxair S.T. Technology,praxair.com/,484,https://www.linkedin.com/company/praxair-surface-technologies-limited,Praxair Surface Technologies,18
Praxair Technology,praxair.com/,483,https://www.linkedin.com/company/praxair-surface-technologies-limited,Praxair Surface Technologies,20
Previvo Genetics,previvo.com/,12,https://www.linkedin.com/company/previvo,"Previvo Genetics, Inc.",6
Princeton Optronics,ams.com/,33,https://www.linkedin.com/company/princeton-optronics,Princeton Optronics,0
ProNAi Therapeutics,sierraoncology.com/,72,https://www.linkedin.com/company/sierra-oncology,Sierra Oncology,18
Production Resource Group,prg.com/,12,https://www.linkedin.com/company/production-resource-group,Production Resource Group,0
Propagation Research Associates,pra-corp.com/,7,https://www.linkedin.com/company/propagation-research-associates,Propagation Research Associates,0
Prosoft International,prosoft-technology.com/,14,https://www.linkedin.com/company/prosoft-edv-lösungen-gmbh-&-co-kg,prosoft EDV-Lösungen GmbH & Co. KG,28
Proton Power,protonpower.com/,5,https://www.linkedin.com/company/proton-power-&-light,Proton Power & Light,8
Pulse Therapeutics,pulsetherapeutics.com/,21,https://www.linkedin.com/company/pulse-therapeutics-inc.,"Pulse Therapeutics, Inc.",6
QUALCOMM MEMS Technologies,qualcomm.com/,,https://www.linkedin.com/titlestaff-engineer-at-qualcomm-mems- technologies,Top 25 Staff Engineer profiles at Qualcomm Mems Technologies ...,64
Quantapore,quantapore.com/,22,https://www.linkedin.com/company/quantapore-inc.,Quantapore Inc.,5
Quantum Devices,quantumdev.com/,30,https://www.linkedin.com/company/quantum-devices-inc.,Quantum Devices Inc.,5
R.A. Miller Industries,rami.com/,42,https://www.linkedin.com/company/r.a.-miller-industries-inc.,"R.A. Miller Industries, Inc.",27
RADIANCE SOLAR,radiancesolar.com/,35,https://www.linkedin.com/company/radiance-solar,Radiance Solar,11
RES USA,res-usa.com/,963,https://www.linkedin.com/company/deltares,Deltares,8
RF Micro Devices,qorvo.com/,1117,https://www.linkedin.com/company/rfmd,"RFMD (now Qorvo, Inc.)",19
Rapamycin Holdings,rapamycinholdings.com/,6,https://www.linkedin.com/company/rapamycin-holdings,Rapamycin Holdings,0
Rebellion Photonics,rebellionphotonics.com/,38,https://www.linkedin.com/company/rebellion-photonics,Rebellion Photonics,0
Red Hat,redhat.com/en,11400,https://www.linkedin.com/company/red-hat/jobs,Red Hat: Jobs,6
Redwood Systems,redwoodsystemsgroup.com/,6,https://www.linkedin.com/company/redwood-systems,"Redwood Systems, A CommScope Company",21
Regeneron Pharmaceuticals,regeneron.com/,7670,https://www.linkedin.com/company/regeneron-pharmaceuticals,"Regeneron Pharmaceuticals, Inc.",6
Relypsa,relypsa.com/,384,https://www.linkedin.com/company/relypsa,Relypsa,0
Renewable Algal Energy,rae-energy.com/,5,https://www.linkedin.com/company/renewable-algal-energy,Renewable Algal Energy,0
Renewable Power Conversion,rpcincorporated.com/,4,https://www.linkedin.com/company/renewable-power-conversion-inc.,RENEWABLE POWER CONVERSION INC.,26
Renmatix,renmatix.com/,39,https://www.linkedin.com/company/renmatix,Renmatix,0
Revivicor,revivicor.com/,12,https://www.linkedin.com/company/revivicor-inc.,"Revivicor, Inc.",6
Reynolds Technologies,reynoldstechnology.biz/,6,https://www.linkedin.com/company/reynolds-lift,Reynolds Lift Technologies,17
Richtek Technology Corporation,richtek.com/,496,https://www.linkedin.com/company/richtek,Richtek,11
Riverbed Technology,riverbed.com/,2810,https://www.linkedin.com/company/riverbed-technology,Riverbed Technology,0
Rockwell Collins,rockwellcollins.com/,20137,https://www.linkedin.com/company/rockwell-collins,Rockwell Collins,0
S&S X-Ray Products,ssxray.com/,2,https://www.linkedin.com/company/x-ray-service,X Ray Service LLC,18
S. C. Johnson & Son,scjohnson.com/,9849,https://www.linkedin.com/company/scjohnson,SC Johnson,16
S.C. Johnson & Son,scjohnson.com/,9849,https://www.linkedin.com/company/scjohnson,SC Johnson,6
SAMSUNG DISPLAY CO.,displaysolutions.samsung.com/,26,https://www.linkedin.com/company/samsung-display-solutions,Samsung Display Solutions,21
SB ENERGY,softbank.jp/en/energy/,85,https://www.linkedin.com/company/sb-energy-softbank-group-,SB Energy (SoftBank Group),22
SD Technologies,sd-techs.com/,7,https://www.linkedin.com/company/sd-technologies,SD Technologies,0
SEEK THERMAL,thermal.com/,58,https://www.linkedin.com/company/seek-thermal,Seek Thermal,9
SELMAN AND ASSOCIATES,selmanlog.com/,103,https://www.linkedin.com/company/selman-&-associates-ltd-,"Selman & Associates, Ltd.",23
SNS NANO FIBER TECHNOLOGY,snsnano.com/,7,https://www.linkedin.com/company/sns-nano-fiber-technology-llc,"SNS Nano Fiber Technology, LLC",21
SOL-ELECTRICA,sol-electrica.com/,2,https://www.linkedin.com/company/sol-electrica,Sol Electrica,11
SOLARTONIC,solartonic.com/,3,https://www.linkedin.com/company/solartonic-llc,solartonic LLC,14
SOLAZYME,solazyme.com/,68,https://www.linkedin.com/company/solazyme-inc.,"TerraVia Holdings, Inc.",23
SPICE SOLAR,spicesolar.com/,5,https://www.linkedin.com/company/spice-solar,Spice Solar,8
SRG Global,srgglobal.com/,1812,https://www.linkedin.com/company/srg-global-inc,SRG Global,0
STATS ChipPAC,statschippac.com/,30,https://www.linkedin.com/company/stats-chippac,STATS ChipPAC Ltd.,5
SUMITOMO WIRING SYSTEMS,sws.co.jp/en/,1319,https://www.linkedin.com/company/sumitomo-electric-wiring-systems,"Sumitomo Electric Wiring Systems, Inc.",36
Samsung Electronics Co.,samsung.com/us/,328,https://www.linkedin.com/company/neurologica,Samsung NeuroLogica,11
Samsung Electronics,samsung.com/us/,83658,https://www.linkedin.com/company/samsung-electronics/jobs,Samsung Electronics: Jobs,6
Samsung SDI Co.,samsungsdi.com/,2,https://www.linkedin.com/company/sungrow-samsung-sdi-ess,Sungrow Samsung SDI Energy Storage Power Supply,44
Sangamo BioSciences,sangamo.com/,242,https://www.linkedin.com/company/sangamo-therapeutics,"Sangamo Therapeutics, Inc.",17
Sarepta Therapeutics,sarepta.com/,447,https://www.linkedin.com/company/sarepta-therapeutics,Sarepta Therapeutics,0
Schneider Electric USA,schneider-electric.us/en/,,https://www.linkedin.com/company/schneider-electric,Schneider Electric,4
Scientific Design Company,scidesign.com/,143,https://www.linkedin.com/company/scientific-design-company-inc.,"Scientific Design Company, Inc.",6
Selecta Biosciences,selectabio.com/,35,https://www.linkedin.com/company/selecta-bio,Selecta Biosciences,0
Selkermetrics,selkermetrics.com/,,,,
Semiconductor Energy Laboratory Co.,sel.co.jp/en/,12,https://www.linkedin.com/company/semiconductor-energy-laboratory-co-ltd-,"Semiconductor Energy Laboratory Co., Ltd.",7
Senga Advisors,coengadvisors.com/,2,https://www.linkedin.com/company/senga-bay-capital,Senga Bay Capital,11
Sensor Electronic Technology,s-et.com/,35,https://www.linkedin.com/company/sensor-electronic-technology-inc,"Sensor Electronic Technology, Inc",5
Sequenom,sequenom.com/,217,https://www.linkedin.com/company/sequenom,Sequenom,0
ServiceNow,servicenow.com/,8175,https://www.linkedin.com/company/servicenow/jobs,ServiceNow: Jobs,6
Sharp Laboratories of America,sharplabs.com/,77,https://www.linkedin.com/company/sharp-labs-of-america,Sharp Labs of America,19
Shin-Etsu Chemical Co.,shinetsu.co.jp/en/,485,https://www.linkedin.com/company/shin-etsu,Shin-Etsu,12
Shoals Technologies Group,shoals.com/,68,https://www.linkedin.com/company/shoals-technologies-group,Shoals Technologies Group,0
Sienna Biopharmaceuticals,siennabio.com/,61,https://www.linkedin.com/company/sienna-biopharmaceuticals,Sienna Biopharmaceuticals,0
Sienna Labs,siennabio.com/,61,https://www.linkedin.com/company/sienna-biopharmaceuticals,Sienna Biopharmaceuticals,18
Sila Nanotechnologies,silanano.com/,103,https://www.linkedin.com/company/sila-nanotechnologies-inc-,Sila Nanotechnologies Inc.,5
Silicon Storage Technology,sst.com/,2011,https://www.linkedin.com/company/sst,SST,25
Siliconware Precision Industries Co.,spil.com.tw/,539,https://www.linkedin.com/company/矽品精密工業股份有限公司,SPIL 矽品,34
Siluria Technologies,siluria.com/,81,https://www.linkedin.com/company/siluria-technologies-inc-,"Siluria Technologies, Inc.",6
Sima Therapeutics,semma-tx.com/,450,https://www.linkedin.com/company/gw-pharmaceuticals,GW Pharmaceuticals plc,22
Sinewatts,sinewatts.com/,,https://www.linkedin.com/company/telli-technologies,Tell-i Technologies,19
Singular Bio,singularbio.com/,10,https://www.linkedin.com/company/singular-bio-inc,"Singular Bio, Inc.",6
Singulex,singulexclarity.eu/,179,https://www.linkedin.com/company/singulex,Singulex,0
Sinton Consulting,sintoninstruments.com/,2,https://www.linkedin.com/company/sinton-consulting-inc,Sinton Consulting Inc,4
Sirnaomics,new.sirnaomics.com/,20,https://www.linkedin.com/company/sirnaomics-inc,"Sirnaomics, Inc.",6
SixPoint Materials,spmaterials.com/,4,https://www.linkedin.com/company/sixpoint-materials-inc.,"SIXPOINT MATERIALS, INC.",20
Skidmore,skidmore.edu/,15,https://www.linkedin.com/school/skidmore-college/,Skidmore College,8
Smart Planet Technologies,smartplanettech.com/,18,https://www.linkedin.com/company/smart-planet,Smart Planet,13
Smith & Nephew,smith-nephew.com/,9880,https://www.linkedin.com/company/smith-&-nephew,Smith & Nephew,0
SolarReserve Technology,solarreserve.com/en/technology,82,https://www.linkedin.com/company/solarreserve,SolarReserve,11
Solarmer Energy,solarmer.com/,11,https://www.linkedin.com/company/solarmer-energy-inc.,"Solarmer Energy, Inc.",6
Solight Solar,solight.com/,4,https://www.linkedin.com/company/solight-design-inc-,Solight Design,6
Soraa Laser Diode,soraalaser.com/,227,https://www.linkedin.com/company/soraa,Soraa,12
Soraa,soraa.com/,227,https://www.linkedin.com/company/soraa,Soraa,0
St. Jude Medical,sjm.com/,11570,https://www.linkedin.com/company/st--jude-medical,St. Jude Medical,14
Stablcor Technology,stablcor.com/,5,https://www.linkedin.com/company/stablcor-technology-inc.,"STABLCOR TECHNOLOGY, Inc.",22
Stanley Electric Co.,stanley.co.jp/e/,104,https://www.linkedin.com/company/stanley-electric-co-ltd,STANLEY ELECTRIC CO LTD,18
Stratasys,stratasys.com/,1427,https://www.linkedin.com/company/stratasys/jobs,Stratasys: Jobs,6
Strategic Solar Energy,powerparasol.com/,7,https://www.linkedin.com/company/strategic-solar-energy-llc,"Strategic Solar Energy, LLC",5
Suganit Systems,suganit.com/,4,https://www.linkedin.com/company/suganit-systems,SuGanit Systems,1
Sumitomo Electric Industries,global-sei.com/,1127,https://www.linkedin.com/company/sumitomo-electric,Sumitomo Electric,11
SunEdison,sunedison.com/,893,https://www.linkedin.com/company/sunedison,SunEdison,0
SunRun,sunrun.com/,2702,https://www.linkedin.com/company/sunrun/jobs,Sunrun: Jobs,7
Suncore Photovoltaics,suncoreus.com/,13,https://www.linkedin.com/company/suncore-photovoltaic,Suncore Photovoltaics,0
Sundrop Fuels,sundropfuels.com/,24,https://www.linkedin.com/company/sundrop-fuels,Sundrop Fuels,0
Sweetwater Energy,sweetwater.us/,30,https://www.linkedin.com/company/sweetwater-energy,Sweetwater Energy,0
Swift Engineering,swiftengineering.com/,107,https://www.linkedin.com/company/swift-engineering-inc.,"Swift Engineering, Inc.",6
Synaptic Research,research.synaptic.co.uk/,17,https://www.linkedin.com/company/synapse-bv,Synapse Research Institute,21
Synopsys,synopsys.com/,111,https://www.linkedin.com/company/synopsis-s.a.,Synopsis S.A.,6
Synthetic Genomics,syntheticgenomics.com/,183,https://www.linkedin.com/company/synthetic-genomics,Synthetic Genomics,0
System Biosciences,systembio.com/,33,https://www.linkedin.com/company/system-biosciences,System Biosciences,0
TECHNOLOGY RESEARCH,trci.net/,10,https://www.linkedin.com/company/rethink-technology-research,Rethink Technology Research,27
TECNIUM,tecnium.es/,12,https://www.linkedin.com/company/tecnium,TECNIUM-Casals Cardona Ind. S.A.,25
THE BOARD INSTITUTE,theboardinstitute.com/,5,https://www.linkedin.com/company/the-board-institute,The Board Institute,14
TOMOWAVE LABORATORIES,tomowave.com/,7,https://www.linkedin.com/company/tomowave-laboratories-inc.,"TomoWave Laboratories, Inc.",23
TP Solar,tpsolar.nl/?lang=en,3,https://www.linkedin.com/company/tp-solar-inc.,"TP SOLAR, INC.",10
TRI ALPHA ENERGY,tae.com/,123,https://www.linkedin.com/company/tae-technologies-inc,"TAE Technologies, Inc",19
