,firm,lookup_firm,lookup_firm_web,firm_length,name_clnd,name_length,manual_fix,hit_url,hit_url_length,rank,matches,public,acquired_merged,Votes,Group,nano,green,synbio,count_all_ind,max_emps,size_state,sme,pages,num_words,avg_words_per_page,first_year,num_patents_all,num_patents_3,mean_assignees_all,mean_assignees_3,mean_inventors_all,mean_inventors_3,has_emps,has_url,has_web_content,log_num_patents_all,log_max_emps,num_industries
72,Allertein Therapeutics,Allertein Therapeutics,Allertein Therapeutics,22.0,Home | Allergy Therapeutics PLC,31,,allergytherapeutics.com/,36,1,1,0,0,5,94,1,0,0,1,0.0,FirmSize.UNDEFINED,1,51.0,236870.0,4644.50980392157,2012.0,5.0,1.0,1.4,1.0,3.8,3.0,,1,1,1.791759469228055,0.0,1
73,Alliance for Sustainable Energy,Alliance for Sustainable Energy,Alliance for Sustainable Energy,31.0,Alliance for Sustainable Energy - Official Site,47,,allianceforsustainableenergy.org/,44,1,4,0,0,1,95,1,1,1,3,3.0,FirmSize.MICRO_FIRM,1,3.0,14761.0,4920.333333333329,2008.0,183.0,17.0,1.15300546448087,1.26666666666667,3.53005464480874,3.86666666666667,1.0,1,1,5.214935757608986,1.3862943611198906,3
74,Allison Transmission,Allison Transmission,Allison Transmission,20.0,Allison Transmission - Official Site,36,,allisontransmission.com/,32,1,2,1,0,5,96,1,0,0,1,2600.0,FirmSize.LARGE_FIRM,0,94.0,4399266.0,46800.7021276596,2011.0,189.0,1.0,1.00529100529101,1.0,2.36507936507937,3.0,1.0,1,1,5.247024072160486,7.8636512654486515,1
75,Alnylam Pharmaceuticals,Alnylam Pharmaceuticals,Alnylam Pharmaceuticals,23.0,Alnylam Pharmaceuticals - Official Site,39,,alnylam.com/,23,1,2,0,0,5,97,1,0,1,2,1198.0,FirmSize.LARGE_FIRM,0,30.0,232212.0,7740.4,2008.0,233.0,5.0,1.09012875536481,1.0,4.068669527897,4.8,1.0,1,1,5.455321115357702,7.089243155027514,2
76,Alpha and Omega Semiconductor Incorporated,Alpha and Omega Semiconductor,Alpha and Omega Semiconductor,29.0,Alpha and Omega Semiconductor,29,,aosmd.com/,17,1,4,0,0,5,98,1,0,0,1,2670.0,FirmSize.LARGE_FIRM,0,12.0,198514.0,16542.8333333333,2006.0,405.0,10.0,1.0,1.0,3.21234567901235,2.9,1.0,1,1,6.0063531596017325,7.890208213109961,1
77,ALSTOM Technology Ltd,ALSTOM Technology,ALSTOM Technology,17.0,Alstom - Official Site,22,,alstom.com/,23,1,1,0,0,5,24,1,1,0,2,34500.0,FirmSize.LARGE_FIRM,0,67.0,929727.0,13876.5223880597,1989.0,1372.0,4.0,1.0087463556851302,1.0,2.7303206997084506,2.5,1.0,1,1,7.224753405767971,10.448743588106625,2
78,AltaRock Energy,AltaRock Energy,AltaRock Energy,15.0,AltaRock Home - AltaRock,24,,altarockenergy.com/,26,1,1,0,0,5,99,0,1,0,1,14.0,FirmSize.SMALL_FIRM,1,13.0,32695.0,2515.0,2012.0,7.0,1.0,1.0,1.0,2.14285714285714,2.0,1.0,1,1,2.0794415416798357,2.70805020110221,1
79,Altex Technologies Corporation,Altex Technologies,Altex Technologies,18.0,Altex Technologies,18,,altextech.com/,21,1,2,1,0,5,100,0,1,0,1,12.0,FirmSize.SMALL_FIRM,1,11.0,23431.0,2130.09090909091,1998.0,7.0,1.0,1.0,1.0,2.28571428571429,3.0,1.0,1,1,2.0794415416798357,2.5649493574615367,1
80,Altivera,Altivera,Altivera,8.0,Best Restaurant Lloyd District Portland - Altabira City Tavern,62,,altabira.com/,21,2,0,0,0,3,101,1,0,0,1,26.0,FirmSize.SMALL_FIRM,1,21.0,107054.0,5097.80952380952,2006.0,6.0,1.0,1.33333333333333,1.0,1.33333333333333,1.0,1.0,1,1,1.9459101490553132,3.295836866004329,1
81,Amazon Technologies,Amazon Technologies,Amazon Technologies,19.0,"Amazon Technologies, Inc.: Private Company Information ...",58,1.0,,81,1,2,0,0,0,102,1,0,1,2,0.0,FirmSize.UNDEFINED,1,,,,2002.0,6060.0,2.0,1.00082508250825,1.0,3.1219471947194704,1.5,,0,0,8.709630081951286,0.0,2
82,Ambature,Ambature,Ambature,8.0,"Ambature | Clean, Inexpensive and Abundant Electricity",54,,ambature.com/,20,1,1,0,0,5,103,1,0,0,1,18.0,FirmSize.SMALL_FIRM,1,32.0,89005.0,2781.40625,2012.0,10.0,1.0,1.0,1.0,1.8,2.0,1.0,1,1,2.3978952727983707,2.9444389791664403,1
83,Amberwave Inc.,Amberwave,Amberwave,9.0,AmberWave,9,,amberwave.com/,25,1,1,0,0,5,104,0,1,0,1,9.0,FirmSize.MICRO_FIRM,1,5.0,13884.0,2776.8,2015.0,2.0,1.0,1.0,1.0,2.5,3.0,1.0,1,1,1.0986122886681098,2.302585092994046,1
84,American Air Liquide,American Air Liquide,American Air Liquide,20.0,"Air Liquide USA | Gases, technologies & services for ...",56,,industry.airliquide.us/,31,1,2,0,0,5,105,1,0,0,1,32900.0,FirmSize.LARGE_FIRM,0,68.0,355330.0,5225.441176470589,1989.0,327.0,2.0,1.45871559633028,1.0,2.90825688073395,2.5,1.0,1,1,5.793013608384144,10.401258331428318,1
85,AMERICAN BIO ENERGY CONVERTING CORP.,AMERICAN BIO ENERGY CONVERTING CORP,AMERICAN BIO ENERGY CONVERTING CORP,35.0,"AMERICAN BIO ENERGY CONVERTING CORP., 08012530 | Georgia ...",60,1.0,,77,1,5,0,0,0,25,0,1,0,1,39.0,FirmSize.SMALL_FIRM,1,,,,2012.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1.0986122886681098,3.6888794541139363,1
86,American Piledriving Equipment,American Piledriving Equipment,American Piledriving Equipment,30.0,APE - Official Site,19,,apevibro.com/,24,1,0,0,0,5,106,0,1,0,1,85.0,FirmSize.EU_MEDIUM_FIRM,1,63.0,560833.0,8902.11111111111,1993.0,45.0,1.0,1.0,1.0,1.1555555555555599,1.0,1.0,1,1,3.828641396489095,4.454347296253507,1
87,American Science and Technology Corporation,American Science and Technology,American Science and Technology,31.0,American Science and Technology,31,,amsnt.com/,21,1,4,0,0,5,107,0,1,0,1,3738.0,FirmSize.LARGE_FIRM,0,7.0,20934.0,2990.5714285714303,2016.0,2.0,2.0,1.0,1.0,6.0,6.0,1.0,1,1,1.0986122886681098,8.226573474977114,1
88,Amgen Fremont Inc.,Amgen Fremont,Amgen Fremont,13.0,Amgen - Official Site,21,,amgen.com/,22,1,1,0,0,5,108,0,0,1,1,27187.0,FirmSize.LARGE_FIRM,0,,,,2006.0,72.0,2.0,1.5833333333333302,2.0,7.388888888888889,7.0,1.0,1,0,4.290459441148391,10.21053097846653,1
89,Amgen Inc.,Amgen,Amgen,5.0,Amgen - Official Site,21,,amgen.com/,22,1,1,0,0,5,109,0,0,1,1,27187.0,FirmSize.LARGE_FIRM,0,,,,1985.0,1241.0,1.0,1.0821917808219201,1.0,5.25463336019339,7.0,1.0,1,0,7.124478262493424,10.21053097846653,1
90,Amicus Therapeutics,Amicus Therapeutics,Amicus Therapeutics,19.0,Amicus Therapeutics - Official Site,35,,amicusrx.com/,25,1,2,0,0,5,110,0,0,1,1,512.0,FirmSize.LARGE_FIRM,0,,,,2009.0,45.0,2.0,1.0,1.0,2.4888888888888903,3.0,1.0,1,0,3.828641396489095,6.240275845170769,1
91,Amkor Technology,Amkor Technology,Amkor Technology,16.0,Amkor Technology - Official Site,32,,amkor.com/,18,1,2,0,0,5,111,1,1,0,2,25100.0,FirmSize.LARGE_FIRM,0,112.0,482461.0,4307.6875,1989.0,880.0,3.0,1.06022727272727,1.0,2.83068181818182,4.0,1.0,1,1,6.78105762593618,10.130662964963708,2
92,AMO Wavefront Sciences,AMO Wavefront Sciences,AMO Wavefront Sciences,22.0,"AMO WaveFront Sciences, LLC: Private Company Information ...",60,1.0,,81,1,3,0,0,0,26,1,0,0,1,777.0,FirmSize.LARGE_FIRM,0,,,,2008.0,39.0,1.0,1.0,1.0,3.4615384615384603,2.0,1.0,0,0,3.6888794541139363,6.656726524178391,1
93,Ampio Pharmaceuticals,Ampio Pharmaceuticals,Ampio Pharmaceuticals,21.0,Ampio Pharmaceuticals - Official Site,37,,ampiopharma.com/,24,1,2,0,0,5,112,0,0,1,1,17.0,FirmSize.SMALL_FIRM,1,21.0,232876.0,11089.333333333301,2013.0,17.0,1.0,1.0,1.0,2.11764705882353,1.0,1.0,1,1,2.8903717578961645,2.8903717578961645,1
94,Amprius,Amprius,Amprius,7.0,Amprius: Next-Generation Lithium-Ion Batteries,46,,amprius.com/,19,1,1,0,0,5,113,0,0,1,1,44.0,FirmSize.SMALL_FIRM,1,3.0,10008.0,3336.0,2005.0,66.0,2.0,1.09090909090909,1.0,3.1666666666666696,5.0,1.0,1,1,4.204692619390966,3.8066624897703196,1
95,AMPT,AMPT,AMPT,4.0,Ampt,4,,ampt.com/,20,1,1,0,0,4,27,0,1,0,1,33.0,FirmSize.SMALL_FIRM,1,23.0,287266.0,12489.826086956498,2003.0,23.0,5.0,1.0,1.0,1.7826086956521698,1.8,1.0,1,1,3.1780538303479458,3.5263605246161616,1
96,Amtech Systems,Amtech Systems,Amtech Systems,14.0,Amtech Group - Official Site,28,,amtechsystems.com/,29,1,1,0,0,5,114,0,1,0,1,468.0,FirmSize.US_MEDIUM_FIRM,1,14.0,26584.0,1898.85714285714,1988.0,46.0,1.0,1.0,1.0,2.9782608695652204,1.0,1.0,1,1,3.8501476017100584,6.150602768446279,1
97,Analog Devices,Analog Devices,Analog Devices,14.0,Analog Signals - Analog Devices,31,,analog.com/en/index.html,36,1,2,0,0,5,115,1,0,0,1,15300.0,FirmSize.LARGE_FIRM,0,60.0,2788215.0,46470.25,1976.0,2931.0,5.0,1.01637666325486,1.0,2.10167178437393,4.8,1.0,1,1,7.983440063006542,9.635673464721814,1
98,Andritz Inc.,Andritz,Andritz,7.0,ANDRITZ GROUP,13,,andritz.com/group-en,32,1,1,0,0,5,116,0,1,0,1,15075.0,FirmSize.LARGE_FIRM,0,59.0,242786.0,4115.016949152539,2000.0,153.0,4.0,1.0,1.0,2.22875816993464,3.25,1.0,1,1,5.0369526024136295,9.620859354387026,1
99,Aneeve LLC,Aneeve,Aneeve,6.0,Aneeve (@aneebabe)  Instagram photos and videos,47,1.0,,35,2,1,0,0,0,117,1,0,0,1,4.0,FirmSize.MICRO_FIRM,1,,,,2017.0,2.0,2.0,2.0,2.0,2.5,2.5,1.0,0,0,1.0986122886681098,1.6094379124341003,1
100,Anelva Corporation,Anelva,Anelva,6.0,CANON ANELVA CORPORATION,24,,canon-anelva.co.jp/english/,39,1,1,1,0,1,118,1,0,0,1,37.0,FirmSize.SMALL_FIRM,1,25.0,49457.0,1978.28,1976.0,2052.0,1.0,1.05116959064327,1.0,2.69590643274854,2.0,1.0,1,1,7.627057417018934,3.6375861597263857,1
101,Angaza Design,Angaza Design,Angaza Design,13.0,Angaza,6,,angaza.com/,23,1,1,0,0,4,119,0,1,0,1,67.0,FirmSize.EU_MEDIUM_FIRM,1,13.0,79101.0,6084.692307692309,2016.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,1,1,0.6931471805599453,4.219507705176107,1
102,Angiotech Pharmaceuticals (US),Angiotech Pharmaceuticals (US),Angiotech Pharmaceuticals (US),30.0,angiotech.com - KNOTLESS TISSUE-CLOSURE DEVICE,46,,angiotech.com/,21,1,1,0,0,5,120,0,0,1,1,1364.0,FirmSize.LARGE_FIRM,0,18.0,85766.0,4764.777777777779,1999.0,25.0,1.0,1.04,1.0,3.12,5.0,1.0,1,1,3.258096538021482,7.21890970761906,1
103,Angstron Materials,Angstron Materials,Angstron Materials,18.0,Global Graphene Group - Advanced Graphene Materials,51,,theglobalgraphenegroup.com/,39,1,1,0,0,5,121,1,0,0,1,30.0,FirmSize.SMALL_FIRM,1,11.0,12050273.0,1095479.36363636,2016.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1,0.6931471805599453,3.4339872044851463,1
104,Anlinx,Anlinx,Anlinx,6.0,"Anlinx, Inc. in Los Altos Hills CA - Company Profile",52,1.0,,83,1,1,1,0,0,122,0,1,0,1,2.0,FirmSize.MICRO_FIRM,1,,,,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.6931471805599453,1.0986122886681098,1
105,Annam Biosciences,Annam Biosciences,Annam Biosciences,17.0,Annam Biosciences LLC. - Home,29,,annambiosciences.com/,28,1,2,0,0,5,123,0,0,1,1,4.0,FirmSize.MICRO_FIRM,1,7.0,9950.0,1421.42857142857,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.6931471805599453,1.6094379124341003,1
106,Ansun Biopharma,Ansun Biopharma,Ansun Biopharma,15.0,Ansun BioPharma - Official Site,31,,ansunbiopharma.com/,30,1,2,0,0,5,124,0,0,1,1,21.0,FirmSize.SMALL_FIRM,1,14.0,34892.0,2492.28571428571,2013.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1,1.791759469228055,3.091042453358316,1
107,Antaya Technologies Corporation,Antaya Technologies,Antaya Technologies,19.0,Antaya Technologies - Official Site,35,,antaya.com/,23,1,2,0,0,5,125,0,1,0,1,225.0,FirmSize.EU_MEDIUM_FIRM,1,15.0,56740.0,3782.6666666666706,2000.0,41.0,1.0,1.0,1.0,2.31707317073171,3.0,1.0,1,1,3.7376696182833684,5.420534999272286,1
108,Anterios,Anterios,Anterios,8.0,Allergan Acquires Medical Dermatology and Aesthetic ...,55,1.0,,101,1,0,0,1,0,126,1,0,0,1,4.0,FirmSize.MICRO_FIRM,1,,,,1989.0,9.0,1.0,1.0,1.0,1.55555555555556,2.0,1.0,0,0,2.302585092994046,1.6094379124341003,1
109,API Intellectual Property Holdings,API Intellectual Property Holdings,API Intellectual Property Holdings,34.0,Patent Licensing | Patent Enforcement | Patent Broker,53,1.0,,27,10,0,1,0,1,28,1,1,0,2,0.0,FirmSize.UNDEFINED,1,,,,2012.0,31.0,14.0,1.0,1.27272727272727,2.45161290322581,4.09090909090909,,0,0,3.4657359027997265,0.0,2
110,Apple Inc.,Apple,Apple,5.0,Apple,5,,apple.com/,22,1,1,0,0,4,127,1,1,0,2,123000.0,FirmSize.LARGE_FIRM,0,56.0,2628185.0,46931.875,1987.0,14059.0,24.0,1.00099580339996,1.0,4.1606088626502595,3.7083333333333304,1.0,1,1,9.551089165364656,11.719947764402807,2
111,Applied Biosystems,Applied Biosystems,Applied Biosystems,18.0,Applied Biosystems - Official Site,34,,thermofisher.com/us/en/home/brands/applied-biosystems.html,70,1,2,0,0,1,128,1,0,1,2,39750.0,FirmSize.LARGE_FIRM,0,29.0,1711420.0,59014.4827586207,1987.0,464.0,4.0,1.0409482758620698,1.0,3.1573275862069,6.75,1.0,1,1,6.142037405587356,10.590390276998745,2
112,Applied Genetic Technologies Corporation,Applied Genetic Technologies,Applied Genetic Technologies,28.0,AGTC - Official Site,20,,agtc.com/,17,1,0,0,0,5,129,0,0,1,1,87.0,FirmSize.EU_MEDIUM_FIRM,1,24.0,273464.0,11394.333333333301,2005.0,5.0,1.0,1.0,1.0,1.4,2.0,1.0,1,1,1.791759469228055,4.477336814478207,1
113,Applied Materials,Applied Materials,Applied Materials,17.0,Applied Materials - Official Site,33,,appliedmaterials.com/,32,1,2,0,0,5,130,1,1,0,2,18400.0,FirmSize.LARGE_FIRM,0,,,,1976.0,7810.0,82.0,1.0089628681178,1.10666666666667,3.80281690140845,4.09333333333333,1.0,1,0,8.963288275610298,9.820160289946374,2
114,APPLIED MATERIALS ISRAEL LTD.,APPLIED MATERIALS ISRAEL,APPLIED MATERIALS ISRAEL,24.0,Applied Materials - Official Site,33,,appliedmaterials.com/,32,1,2,0,0,5,29,1,0,0,1,18400.0,FirmSize.LARGE_FIRM,0,,,,2004.0,251.0,1.0,1.07171314741036,1.0,2.9561752988047796,2.0,1.0,1,0,5.529429087511423,9.820160289946374,1
115,Applied Membrane Technologies,Applied Membrane Technologies,Applied Membrane Technologies,29.0,AMT Applied Membrane Technology,31,,appliedmembranetech.com/,31,1,2,0,0,3,131,1,0,0,1,31.0,FirmSize.SMALL_FIRM,1,12.0,69049.0,5754.08333333333,1984.0,7.0,1.0,1.0,1.0,1.14285714285714,1.0,1.0,1,1,2.0794415416798357,3.4657359027997265,1
116,Applied NanoStructured Solutions,Applied NanoStructured Solutions,Applied NanoStructured Solutions,32.0,Applied NanoStructured Solutions - Carbon Fiber Research,56,1.0,,87,2,3,0,0,0,132,1,0,0,1,295.0,FirmSize.US_MEDIUM_FIRM,1,,,,2012.0,32.0,3.0,1.0,1.0,3.5625,3.6666666666666696,1.0,0,0,3.4965075614664802,5.69035945432406,1
117,Applied Nanostructures,Applied Nanostructures,Applied Nanostructures,22.0,Appnano - Official Site,23,,appnano.com/,23,1,0,0,0,5,133,1,0,0,1,295.0,FirmSize.US_MEDIUM_FIRM,1,29.0,463118.0,15969.5862068966,2011.0,6.0,1.0,1.0,1.0,1.6666666666666698,4.0,1.0,1,1,1.9459101490553132,5.69035945432406,1
118,Applied Optoelectronics,Applied Optoelectronics,Applied Optoelectronics,23.0,"Applied Optoelectronics, Inc.",29,,ao-inc.com/,18,1,2,0,0,5,134,1,0,0,1,3054.0,FirmSize.LARGE_FIRM,0,39.0,136972.0,3512.1025641025603,2002.0,98.0,3.0,1.0,1.0,2.57142857142857,3.0,1.0,1,1,4.59511985013459,8.024534871605695,1
119,APPLIED STEMCELL,APPLIED STEMCELL,APPLIED STEMCELL,16.0,"Applied StemCell - CRISPR Service, Knock In Mice, CRISPR ...",60,,appliedstemcell.com/,32,1,2,0,0,5,30,0,0,1,1,81.0,FirmSize.EU_MEDIUM_FIRM,1,77.0,1988346.0,25822.6753246753,2016.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1,0.6931471805599453,4.406719247264253,1
120,APPLIED SUNSHINE,APPLIED SUNSHINE,APPLIED SUNSHINE,16.0,Applied Sunshine | Solar System Installers | United States,58,1.0,,67,1,2,0,0,1,31,0,1,0,1,0.0,FirmSize.UNDEFINED,1,,,,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0,0.6931471805599453,0.0,1
121,ARBOR THERAPEUTICS,ARBOR THERAPEUTICS,ARBOR THERAPEUTICS,18.0,Arbor Pharmaceuticals,21,,arborpharma.com/,23,1,1,0,0,5,32,1,0,0,1,589.0,FirmSize.LARGE_FIRM,0,17.0,84082.0,4946.0,2013.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,1,1,1.791759469228055,6.380122536899765,1
122,Arch Biosurgery,Arch Biosurgery,Arch Biosurgery,15.0,IMPLANTABLE MESHES FOR CONTROLLING THE MOVEMENT OF FLUIDS ...,61,1.0,,51,1,0,0,0,2,135,1,0,0,1,0.0,FirmSize.UNDEFINED,1,,,,2015.0,3.0,2.0,1.0,1.0,3.0,3.0,,0,0,1.3862943611198906,0.0,1
123,Archer Daniels Midland Company,Archer Daniels Midland Company,Archer Daniels Midland Company,30.0,Archer Daniels Midland | ADM,28,,adm.com/,20,1,3,0,0,5,136,1,1,1,3,31800.0,FirmSize.LARGE_FIRM,0,50.0,279893.0,5597.86,1976.0,190.0,6.0,1.06315789473684,1.16666666666667,2.64736842105263,3.0,1.0,1,1,5.25227342804663,10.367253014814716,3
124,Arcturus Therapeutics,Arcturus Therapeutics,Arcturus Therapeutics,21.0,Arcturus Therapeutics | Building Next Generation RNA Medicines,62,,arcturusrx.com/,23,1,2,0,0,5,137,0,0,1,1,61.0,FirmSize.EU_MEDIUM_FIRM,1,14.0,117981.0,8427.21428571429,2015.0,9.0,2.0,1.0,1.0,2.1111111111111103,2.5,1.0,1,1,2.302585092994046,4.127134385045092,1
125,Areesys Technologies,Areesys Technologies,Areesys Technologies,20.0,areesys - CIGS Solar,20,,areesys.com/,23,1,1,0,0,5,138,1,0,0,1,0.0,FirmSize.UNDEFINED,1,11.0,20086.0,1826.0,2016.0,1.0,1.0,1.0,1.0,6.0,6.0,,1,1,0.6931471805599453,0.0,1
126,Arisaph Pharmaceuticals,Arisaph Pharmaceuticals,Arisaph Pharmaceuticals,23.0,"Arisaph Pharmaceuticals, Inc. - Massachusetts ...",49,1.0,,64,1,2,0,1,2,139,0,0,1,1,8.0,FirmSize.MICRO_FIRM,1,,,,2013.0,3.0,1.0,2.0,2.0,5.0,5.0,1.0,0,0,1.3862943611198906,2.1972245773362196,1
127,Arkema Inc.,Arkema,Arkema,6.0,Arkemas international website  Arkema.com,41,,arkema.com/en/,26,1,1,0,0,5,140,0,1,1,2,19390.0,FirmSize.LARGE_FIRM,0,199.0,6156465.0,30937.010050251298,1994.0,276.0,4.0,1.0362318840579698,1.0,2.9818840579710097,2.0,1.0,1,1,5.6240175061873385,9.872564319882619,2
128,Arkival Technology Corp.,Arkival Technology Corp,Arkival Technology Corp,23.0,Magnetic Measurements Services Company - ARkival Technology,59,,arkival.com/,19,1,2,0,0,5,141,1,0,0,1,3.0,FirmSize.MICRO_FIRM,1,5.0,33316.0,6663.2,2014.0,3.0,1.0,1.0,1.0,1.6666666666666698,1.0,1.0,1,1,1.3862943611198906,1.3862943611198906,1
129,Armageddon Energy Inc.,Armageddon Energy,Armageddon Energy,17.0,Armageddon Energy,17,,armageddonenergy.com/,33,1,2,0,0,5,142,0,1,0,1,5.0,FirmSize.MICRO_FIRM,1,12.0,33568.0,2797.3333333333303,2009.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1,1,1.3862943611198906,1.791759469228055,1
130,AROG PHARMACEUTICALS,AROG PHARMACEUTICALS,AROG PHARMACEUTICALS,20.0,"Arog Pharamaceuticals, Inc - Official Site",42,,arogpharmaceuticals.com/,36,1,1,0,0,5,33,0,0,1,1,28.0,FirmSize.SMALL_FIRM,1,2.0,11587.0,5793.5,,,,,,,,1.0,1,1,,3.367295829986474,1
131,Arpin Renewable Energy,Arpin Renewable Energy,Arpin Renewable Energy,22.0,Arpin Group - Official Site,27,,arpingroup.com/,27,1,1,0,0,5,143,1,1,0,2,29.0,FirmSize.SMALL_FIRM,1,22.0,148541.0,6751.863636363641,2016.0,1.0,2.0,1.0,2.0,6.0,12.0,1.0,1,1,0.6931471805599453,3.4011973816621555,2
132,Arrowhead Center,Arrowhead Center,Arrowhead Center,16.0,Home - Arrowhead Center,23,,arrowheadcenter.nmsu.edu/,32,1,2,0,0,5,144,0,1,1,2,943.0,FirmSize.LARGE_FIRM,0,21.0,190811.0,9086.2380952381,2005.0,43.0,2.0,1.02325581395349,1.0,2.53488372093023,3.5,1.0,1,1,3.784189633918261,6.8501261661455,2
133,Asahi Kasei Kabushiki Kaisha,Asahi Kasei Kabushiki Kaisha,Asahi Kasei Kabushiki Kaisha,28.0,Asahi Kasei - Official Site,27,1.0,,39,2,2,0,0,0,145,1,0,0,1,50.0,FirmSize.EU_MEDIUM_FIRM,1,,,,1981.0,412.0,1.0,1.05582524271845,1.0,2.5509708737864103,2.0,1.0,0,0,6.023447592961033,3.9318256327243257,1
134,ASCENT SOLAR TECHNOLOGIES,ASCENT SOLAR TECHNOLOGIES,ASCENT SOLAR TECHNOLOGIES,25.0,Ascent Solar - Official Site,28,,ascentsolar.com/,27,1,2,0,0,5,34,0,1,0,1,111.0,FirmSize.EU_MEDIUM_FIRM,1,32.0,170688.0,5334.0,2007.0,19.0,1.0,1.0526315789473701,1.0,3.15789473684211,3.0,1.0,1,1,2.995732273553991,4.718498871295094,1
135,Aseptia,Aseptia,Aseptia,7.0,Aseptia - Inc.com,17,1.0,,35,1,1,0,0,4,146,0,0,1,1,281.0,FirmSize.US_MEDIUM_FIRM,1,,,,1998.0,24.0,1.0,1.125,2.0,2.7916666666666696,2.0,1.0,0,0,3.2188758248682006,5.641907070938114,1
136,ASM America,ASM America,ASM America,11.0,ASM International - Official Site,33,,asm.com/,19,1,1,0,0,5,35,1,0,0,1,14940.0,FirmSize.LARGE_FIRM,0,,,,1988.0,311.0,1.0,1.01286173633441,1.0,2.8553054662379402,2.0,1.0,1,0,5.7430031878094825,9.611864390851085,1
137,ASM IP HOLDING B.V.,ASM IP HOLDING BV,ASM IP HOLDING BV,17.0,ASM International - Official Site,33,,asm.com/,19,1,1,0,0,5,36,1,0,0,1,14940.0,FirmSize.LARGE_FIRM,0,,,,2005.0,168.0,9.0,1.0,1.0,3.01190476190476,3.0,1.0,1,0,5.1298987149230735,9.611864390851085,1
138,ASM IP Holdings LLC,ASM IP Holdings,ASM IP Holdings,15.0,ASM International - Official Site,33,,asm.com/,19,2,1,0,0,3,37,0,1,0,1,14940.0,FirmSize.LARGE_FIRM,0,,,,2015.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1.0986122886681098,9.611864390851085,1
139,ASML Netherlands B.V.,ASML Netherlands BV,ASML Netherlands BV,19.0,ASML Homepage,13,,asml.com/asml/en/s427,33,1,1,0,0,5,38,1,0,0,1,18233.0,FirmSize.LARGE_FIRM,0,146.0,5751812.0,39395.972602739705,2002.0,2820.0,5.0,1.05177304964539,1.0,4.04964539007092,4.4,1.0,1,1,7.944846711001996,9.811043262144848,1
140,Astech,Astech,Astech,6.0,asTech - Official Site,22,,astech.com/,19,1,1,0,0,5,147,0,1,0,1,2225.0,FirmSize.LARGE_FIRM,0,13.0,41516.0,3193.53846153846,1976.0,33.0,1.0,1.03030303030303,1.0,2.2727272727272703,2.0,1.0,1,1,3.5263605246161616,7.70796153183549,1
141,AstenJohnson,AstenJohnson,AstenJohnson,12.0,AstenJohnson,12,,astenjohnson.com/,29,1,1,0,0,5,148,1,0,0,1,528.0,FirmSize.LARGE_FIRM,0,31.0,240105.0,7745.32258064516,2000.0,89.0,1.0,1.0,1.0,1.98876404494382,7.0,1.0,1,1,4.499809670330265,6.270988431858299,1
142,Astex Pharmaceuticals,Astex Pharmaceuticals,Astex Pharmaceuticals,21.0,Astex - Official Site,21,,astx.com/,17,1,1,0,0,5,149,0,0,1,1,136.0,FirmSize.EU_MEDIUM_FIRM,1,47.0,291822.0,6208.978723404261,2006.0,11.0,2.0,1.27272727272727,1.0,4.09090909090909,2.0,1.0,1,1,2.4849066497880004,4.919980925828125,1
143,ASTUTE MEDICAL,ASTUTE MEDICAL,ASTUTE MEDICAL,14.0,Astute Medical - Official Site,30,,astutemedical.com/,29,1,2,0,0,5,39,0,0,1,1,59.0,FirmSize.EU_MEDIUM_FIRM,1,4.0,232808.0,58202.0,1994.0,24.0,2.0,1.0,1.0,3.625,4.5,1.0,1,1,3.2188758248682006,4.0943445622221,1
144,AT&T Corporation,AT&T,AT&T,4.0,"AT&T Official - Entertainment, TV, Wireless & Internet",54,,att.com/,20,1,2,0,0,5,40,1,0,0,1,273210.0,FirmSize.LARGE_FIRM,0,96.0,6140267.0,63961.1145833333,1976.0,848.0,2.0,1.02948113207547,1.0,2.30070754716981,3.0,1.0,1,1,6.744059186311348,12.51799966941141,1
145,ATC Technologies,ATC Technologies,ATC Technologies,16.0,"ATC Technologies, Inc. / Home",29,,atctechnologiesinc.com/,30,1,2,0,0,5,41,0,1,0,1,1720.0,FirmSize.LARGE_FIRM,0,6.0,3899.0,649.833333333333,1984.0,720.0,1.0,1.08888888888889,1.0,2.12083333333333,5.0,1.0,1,1,6.580639137284949,7.450660796211539,1
146,ATI Technologies ULC,ATI Technologies ULC,ATI Technologies ULC,20.0,ATI Technologies ULC: Private Company Information - Bloomberg,61,1.0,,79,1,3,0,1,0,42,1,0,0,1,0.0,FirmSize.UNDEFINED,1,,,,1994.0,862.0,1.0,1.09396751740139,1.0,2.49303944315545,3.0,,0,0,6.760414691083428,0.0,1
